12.4,-0.008338,0,-0.088213,0.77459,0,-0.011506,0.42118,-0,795.68,0.0060213,-0,-0.009999
12.42,0.010472,0,-0.06604,0.93263,0,-0.011506,0.76698,-0,793.95,0.0054283,-0,-0.009999
12.44,0.026135,0,-0.054125,1.1234,0,-0.011506,1.1166,-0,791.17,0.0048388,-0,-0.009999
12.46,0.034852,0,-0.046605,1.3071,0,-0.011506,1.3672,-0,788.06,0.0042723,-0,-0.009999
12.48,0.030494,0,-0.040427,1.5009,0,-0.011506,1.4464,-0,785.47,0.0037537,-0,-0.009999
12.5,0.017084,0,-0.030609,1.9367,0,-0.011506,1.3075,-0,784.06,0.0033032,-0,-0.009999
12.52,0.0035618,0,-0.028767,2.1018,0,-0.011506,0.9188,-0,784.14,0.0029397,-0,-0.009999
12.54,-0.0037446,0,-0.048398,1.3681,0,-0.011506,0.29252,-0,785.57,0.0026738,-0,-0.009999
12.56,-0.0024065,0,-0.083571,0.88295,0,-0.011506,-0.49915,-0,787.86,0.0024955,-0,-0.009999
12.58,0.0033631,0,-0.11322,0.68411,0,-0.011506,-1.3501,-0,790.31,0.0023768,-0,-0.009999
12.6,0.0034771,0,-0.12347,0.61381,0,-0.011506,-2.1327,-0,792.17,0.0022778,-0,-0.009999
12.62,-0.0081957,0,-0.11532,0.62725,0,-0.011506,-2.7302,-0,792.8,0.0021698,-0,-0.009999
12.64,-0.02586,0,-0.10944,0.70533,0,-0.011506,-3.1056,-0,791.85,0.0020517,-0,-0.009999
12.66,-0.037583,0,-0.12508,0.78483,0,-0.011506,-3.3079,-0,789.2,0.0019315,-0,-0.009999
12.68,-0.038957,0,-0.15635,0.8223,0,-0.011506,-3.3921,-0,785,0.0018141,-0,-0.009999
12.7,-0.031778,0,-0.17995,0.84877,0,-0.011506,-3.3896,0,779.67,0.0017029,-0,-0.009999
12.72,-0.017973,0,-0.18172,0.88146,0,-0.011506,-3.3398,0,773.68,0.0016256,-0,-0.009999
12.74,-0.0004347,0,-0.15286,0.95207,0,-0.011506,-3.3293,0,767.53,0.0016643,-0,-0.009999
12.76,0.010722,0,-0.10564,1.0904,0,-0.011506,-3.4748,0,761.57,0.0019398,-0,-0.009999
12.78,0.0084091,0,-0.060239,1.3592,0,-0.011506,-3.8674,0,755.99,0.0025794,-0,-0.009999
12.8,-0.0094088,0,-0.037202,1.6646,0,-0.011506,-4.5306,0,750.74,0.0036849,-0,-0.009999
12.82,-0.037034,0,-0.040321,1.4818,0,-0.011506,-5.4161,0,745.67,0.0052882,-0,-0.009999
12.84,-0.061731,0,-0.066595,1.0839,0,-0.011506,-6.3636,0,740.6,0.007335,-0,-0.009999
12.86,-0.078305,0,-0.1037,0.88474,0,-0.011506,-7.105,0,735.37,0.0097248,-0,-0.009999
12.88,-0.08419,0,-0.13424,0.79273,0,-0.011506,-7.4674,0,730.02,0.012358,-0,-0.009999
12.9,-0.079121,0,-0.1496,0.74265,0,-0.011506,-7.5029,0,724.93,0.01513,-0,-0.009999
12.92,-0.066011,0,-0.15138,0.7159,0,-0.011506,-7.3615,0,721.04,0.017915,-0,-0.009999
12.94,-0.049877,0,-0.14929,0.6997,0,-0.011506,-7.0508,0,719.37,0.020534,-0,-0.009999
12.96,-0.032618,0,-0.15729,0.67718,0,-0.011506,-6.3992,0,720.14,0.022783,-0,-0.009999
12.98,-0.017519,0,-0.17215,0.65989,0,-0.011506,-5.2091,0,722.23,0.024545,-0,-0.009999
13,-0.0053843,0,-0.16918,0.6711,0,-0.011506,-3.5501,0,723.89,0.025861,-0,-0.009999
13.02,0.0032786,0,-0.13975,0.71795,0,-0.011506,-1.8267,0,724.15,0.026894,-0,-0.009999
13.04,0.0061397,0,-0.097923,0.79277,0,-0.011506,-0.45766,0,723.61,0.027798,-0,-0.009999
13.06,0.0023834,0,-0.054772,0.89524,0,-0.011506,0.39415,0,723.77,0.028653,-0,-0.009999
13.08,-0.0034347,0,-0.010302,1.5515,0,-0.011506,0.8146,0,725.67,0.029483,-0,-0.009999
13.1,-0.0069789,0,0.028842,0.51834,-0,-0.011506,1.0049,0,729.43,0.03029,-0,-0.009999
13.12,-0.0075624,0,0.044351,0.66408,-0,-0.011506,1.1385,-0,734.81,0.031055,-0,-0.009999
13.14,-0.0066396,0,0.029085,0.73163,-0,-0.011506,1.2912,-0,741.99,0.031743,-0,-0.009999
13.16,-0.0048079,0,-0.021186,0.48684,0,-0.011506,1.4713,-0,750.9,0.032334,0,-0.009999
13.18,-0.0026812,0,-0.10232,0.58608,0,-0.011506,1.6566,-0,760.4,0.032874,0,-0.009999
13.2,-0.0034563,0,-0.18775,0.58204,0,-0.011506,1.7943,-0,769.04,0.033464,0,-0.009999
13.22,-0.0078361,0,-0.24964,0.56112,0,-0.011506,1.8145,-0,776.34,0.034203,0,-0.009999
13.24,-0.013297,0,-0.2793,0.54533,0,-0.011506,1.6836,-0,782.97,0.035148,0,-0.009999
13.26,-0.01577,0,-0.27576,0.55806,0,-0.011506,1.4973,-0,790.16,0.036278,0,-0.009999
13.28,-0.01433,0,-0.24068,0.6062,0,-0.011506,1.395,-0,798.68,0.03754,0,-0.009999
13.3,-0.011139,0,-0.18268,0.68605,0,-0.011506,1.4461,-0,808.37,0.038887,0,-0.009999
13.32,-0.011107,0,-0.11819,0.81221,0,-0.011506,1.6294,-0,818.43,0.040284,0,-0.009999
13.34,-0.020862,0,-0.062079,1.0558,0,-0.011506,1.8036,-0,827.87,0.041728,0,-0.009999
13.36,-0.041466,0,-0.020854,1.8623,0,-0.011506,1.7434,-0,835.95,0.043244,0,-0.009999
13.38,-0.064949,0,-0.0013557,16.618,0,-0.011506,1.3152,-0,842.37,0.044842,0,-0.009999
13.4,-0.083038,0,-0.0048203,4.4846,0,-0.011506,0.57594,-0,847.21,0.046513,0,-0.009999
13.42,-0.09213,0,-0.019611,1.6402,0,-0.011506,-0.33954,-0,850.73,0.04825,0,-0.009999
13.44,-0.092535,0,-0.04055,1.267,0,-0.011506,-1.3604,-0,853.27,0.050047,0,-0.009999
13.46,-0.085429,0,-0.065207,1.1885,0,-0.011506,-2.4483,-0,855.35,0.051868,0,-0.009999
13.48,-0.074221,0,-0.091465,1.1471,0,-0.011506,-3.6108,-0,857.59,0.053641,0,-0.009999
