2.2204460492503131e-16, 1.4705624999999992e+02, -1.2509765625000165e-02, 3.6558064044261771e+00, 6.3714154350447973e+00, -4.5418740910876476e+00, 4.2843973732011857e+00, -5.8123006417429712e-01, 1.5426041792943687e+01, 4.7713474597461563e+00, 2.6686919373964506e+00, 1.6055594557772885e+01, -1.8098899643496637e+01, -1.5631171359451459e+01, -4.4567744843748240e+00, -1.5608220163710957e+00, -1.0232569259981750e+00, -9.4495449668879045e-02, -2.0365181733965185e+00, -1.0824119409215325e+00, -1.0018288203296143e-01
-1.3906143392849755e-309, 1.4705624999999989e+02, -1.2509765625000165e-02, 4.0909044045589056e+00, 6.5351387204995799e+00, -5.1501385104049406e+00, 4.0366301014519275e+00, -6.8226136356954969e-01, 1.5483619338653959e+01, 4.4971008506176151e+00, 2.4307431622583260e+00, 1.6096814490745221e+01, -1.8184256145335528e+01, -1.5628991865564757e+01, -4.4556126051007343e+00, -1.5496375421567712e+00, -1.0148699374317112e+00, -9.3948544459837566e-02, -2.0233317491241420e+00, -1.0815052880803062e+00, -1.0062858218128803e-01
9.3750000000093703e-02, 1.4705624999999986e+02, -1.4062500000000091e-02, 3.1778398557796592e+00, 5.8470505131568578e+00, -3.9280877184066498e+00, 3.9182661820948232e+00, -7.8183321919603421e-01, 1.5557246747141059e+01, 4.1444780849896787e+00, 2.1616214451489784e+00, 1.6150956119862094e+01, -1.6690955185701352e+01, -1.4596365130957501e+01, -4.3046714367820886e+00, -1.5823851585893047e+00, -1.0295601776862020e+00, -9.7770127049436550e-02, -1.8993415322195226e+00, -1.0121549647173200e+00, -8.9875843455670165e-02
1.8750000000018785e-01, 1.4715000000000015e+02, 6.0791015625002451e-03, 2.7837737781242571e+00, 4.6586781491838405e+00, -3.8748843103611410e+00, 3.6660701340405399e+00, -8.9417684424836830e-01, 1.5650604642433208e+01, 3.7133904735040075e+00, 1.8535085800793767e+00, 1.6217850046823191e+01, -1.6017995797265158e+01, -1.4032523726096063e+01, -4.2027135339057660e+00, -1.5804807084163506e+00, -1.0229258566465709e+00, -9.6916189693364740e-02, -1.8657762918952674e+00, -9.9491940870909790e-01, -8.7365427405483739e-02
1.8750000000018763e-01, 1.4724374999999998e+02, 1.6098632812500187e-02, 2.4247291599406702e+00, 3.4585510124472369e+00, -4.0896254748743672e+00, 3.3826517305794028e+00, -1.0479763730803127e+00, 1.5752066977852300e+01, 3.2413306339801311e+00, 1.4766893231539200e+00, 1.6284224471412667e+01, -1.5513653994264814e+01, -1.3513463957816672e+01, -4.0975488152567676e+00, -1.5631109637911103e+00, -1.0070376205590241e+00, -9.3884576046324136e-02, -1.8556043200944545e+00, -9.9083779171462694e-01, -8.6787435608276495e-02
-2.2204460492503131e-16, 1.4733749999999981e+02, 1.2143554687499794e-02, 2.0427591090908082e+00, 3.5737411960284748e+00, -4.2376676858080113e+00, 3.1161226392194625e+00, -1.2608965052620686e+00, 1.5850838213634134e+01, 2.8998807606882733e+00, 1.0329713348821439e+00, 1.6336656067413546e+01, -1.5106661108909474e+01, -1.3015001891640754e+01, -3.9916380754055472e+00, -1.5426175812294671e+00, -9.8932971695869387e-01, -9.0204733908020501e-02, -1.8481565025850404e+00, -9.8779663534279538e-01, -8.6252990830828338e-02
-1.8750000000018741e-01, 1.4724375000000012e+02, 3.9990234374998870e-03, 2.0118201903847153e+00, 4.8927376538780178e+00, -4.5531360131949183e+00, 2.8133888357127512e+00, -1.5702762163122117e+00, 1.5938999279037183e+01, 2.6322703097981894e+00, 4.6161284055684532e-01, 1.6365881046717330e+01, -1.4905290451161434e+01, -1.2622582605262121e+01, -3.8916158887089281e+00, -1.5152110188647787e+00, -9.7137077721726750e-01, -8.6460896302660281e-02, -1.8388997038887940e+00, -9.8340034608112026e-01, -8.5432484319997573e-02
-9.3750000000093703e-02, 1.4705625000000018e+02, 1.3183593750000400e-03, 2.3993453269391503e+00, 7.1829989935065806e+00, -4.9317731856478062e+00, 2.5315015877795322e+00, -1.9662547039908262e+00, 1.6014478885765563e+01, 2.5401054180345768e+00, -2.1837518608807049e-01, 1.6372704848121010e+01, -1.4948480617696880e+01, -1.2366123731260000e+01, -3.7935433033059058e+00, -1.4658388919297050e+00, -9.4941778636891194e-01, -8.2180031662730732e-02, -1.8174680921953696e+00, -9.7514173649462377e-01, -8.3937938920021410e-02
-9.3750000000093925e-02, 1.4715000000000003e+02, 3.6914062499999317e-03, 3.3690315448087578e+00, 7.6274729464250033e+00, -5.0927121798409782e+00, 2.2983701784230650e+00, -2.4391784629044428e+00, 1.6068085255214132e+01, 2.7701940397982594e+00, -9.4649563191597141e-01, 1.6352765441974388e+01, -1.5118851621380344e+01, -1.2183806405458174e+01, -3.6782154122527713e+00, -1.3995464014056895e+00, -9.2365889322226791e-01, -7.7592760751412373e-02, -1.7913100096086816e+00, -9.6468215113056188e-01, -8.2223744313369249e-02
-1.8750000000018741e-01, 1.4733749999999992e+02, 5.0537109375002314e-03, 4.8081043203069855e+00, 7.6630304314643585e+00, -5.5667037544190237e+00, 2.0387570439396590e+00, -2.9982131914400618e+00, 1.6087589377867243e+01, 3.0928216471089862e+00, -1.7338675069709155e+00, 1.6300814984310854e+01, -1.5583091449919529e+01, -1.2183685786791894e+01, -3.5751398104460286e+00, -1.3237425873521542e+00, -8.9910144411068038e-01, -7.3559181361519621e-02, -1.7625811621975218e+00, -9.5533207072280535e-01, -8.0937106865366315e-02
