-9.9999999999961231e-04, 9.9999999999995925e-04, 6.5375000000000112e-03, -7.3575000000000038e-03, -7.4999999999936229e-04, -2.8500000000000053e-02, -4.3500000000000483e-02, 1.3900000000000023e-01, -8.6249999999999521e-02, 1.2750000000000261e-02, 1.6750000000000098e-02, -2.4999999999997247e-03, 1.3500000000000040e-01, -8.9750000000000246e-02, 1.2228775000000001e+00, 2.4750000000000466e-02, 1.9674999999999970e-01, 1.1500000000000052e-02, -2.1249999999999047e-02, 6.4750000000000918e-02, -7.7749999999997960e-03
-9.9999999999961231e-04, 9.9999999999995925e-04, 6.5375000000000112e-03, -7.3575000000000038e-03, -7.4999999999936229e-04, -2.8500000000000053e-02, -4.3500000000000483e-02, 1.3900000000000023e-01, -8.6249999999999521e-02, 1.2750000000000261e-02, 1.6750000000000098e-02, -2.4999999999997247e-03, 1.3500000000000040e-01, -8.9750000000000246e-02, 1.2228775000000001e+00, 2.4750000000000466e-02, 1.9674999999999970e-01, 1.1500000000000052e-02, -2.1249999999999047e-02, 6.4750000000000918e-02, -7.7749999999997960e-03
-7.5000000000075018e-04, 9.9999999999995947e-04, 4.9825000000000095e-03, -8.2950000000000055e-03, -5.0000000000050015e-04, -3.0000000000000169e-02, -4.5000000000000602e-02, 1.4200000000000049e-01, -8.7500000000000092e-02, 1.2500000000000013e-02, 1.8250000000000214e-02, -3.7500000000002813e-03, 1.4599999999999963e-01, -1.0155000000000027e-01, 1.4717250000000002e+00, 2.3250000000000357e-02, 1.7399999999999918e-01, 7.9249999999999477e-03, -3.5000000000007252e-03, 2.9500000000000363e-02, -2.4999999999990313e-04
-5.0000000000050004e-04, 2.4999999999990308e-04, 1.3999999999999907e-03, -1.0402499999999999e-02, -5.0000000000050004e-04, -3.2000000000000084e-02, -5.0000000000000044e-02, 1.5049999999999994e-01, -8.7000000000000272e-02, 7.4999999999991740e-03, 2.7999999999999553e-02, -7.2500000000003118e-03, 1.6249999999999978e-01, -1.0790000000000001e-01, 1.7397475000000002e+00, 1.9249999999999823e-02, 1.2775000000000009e-01, 3.3749999999999059e-03, 1.8249999999998823e-02, -3.1250000000000722e-02, 9.4999999999997864e-03
-2.5000000000024997e-04, -4.9999999999980605e-04, -2.2674999999999991e-03, -1.3992499999999991e-02, -7.4999999999936218e-04, -3.4249999999999552e-02, -5.8999999999999317e-02, 1.6374999999999998e-01, -8.2750000000000171e-02, -4.2500000000000862e-03, 4.8000000000000119e-02, -1.2999999999999816e-02, 1.8375000000000019e-01, -9.9074999999999844e-02, 1.9405749999999995e+00, 1.0999999999999897e-02, 5.5499999999999980e-02, -1.5000000000001121e-03, 3.5999999999999914e-02, -1.1275000000000032e-01, 1.9599999999999822e-02
2.5000000000025008e-04, -4.9999999999980626e-04, -4.1199999999999926e-03, -1.9005000000000001e-02, -1.4999999999987248e-03, -3.5999999999999928e-02, -7.0499999999999743e-02, 1.7775000000000016e-01, -7.4749999999999830e-02, -2.1999999999999801e-02, 7.5499999999999887e-02, -1.8999999999999576e-02, 2.0850000000000005e-01, -7.0899999999999797e-02, 2.0440500000000004e+00, -5.0000000000001441e-03, -3.5499999999999428e-02, -6.7499999999998126e-03, 4.3250000000000240e-02, -2.0300000000000043e-01, 2.9025000000000235e-02
2.5000000000024997e-04, -2.4999999999990302e-04, -3.4700000000000130e-03, -2.5182499999999997e-02, -2.5000000000024998e-03, -3.5500000000000108e-02, -8.3750000000000477e-02, 1.8774999999999969e-01, -6.3999999999999460e-02, -4.4249999999999838e-02, 1.0424999999999947e-01, -2.2250000000000044e-02, 2.3474999999999985e-01, -2.5050000000000069e-02, 2.0497500000000000e+00, -3.1500000000000271e-02, -1.3374999999999912e-01, -1.2449999999999959e-02, 3.6999999999999526e-02, -2.8650000000000059e-01, 3.7200000000000073e-02
2.5000000000024997e-04, 0.0000000000000000e+00, -1.0100000000000081e-03, -3.2267499999999998e-02, -3.0000000000002243e-03, -3.0000000000000158e-02, -1.0000000000000007e-01, 1.8999999999999986e-01, -5.1249999999999900e-02, -7.0249999999999466e-02, 1.2750000000000050e-01, -2.1499999999999988e-02, 2.6099999999999973e-01, 3.0999999999999771e-02, 1.9684999999999997e+00, -6.7500000000000185e-02, -2.2474999999999989e-01, -1.8349999999999960e-02, 1.6499999999999845e-02, -3.5049999999999937e-01, 4.3274999999999904e-02
2.5000000000025013e-04, 0.0000000000000000e+00, 1.6550000000000167e-03, -4.0102500000000027e-02, -2.7499999999985882e-03, -1.6250000000000299e-02, -1.2100000000000033e-01, 1.8425000000000047e-01, -3.6749999999999998e-02, -1.0024999999999901e-01, 1.4175000000000029e-01, -1.6249999999999605e-02, 2.8750000000000042e-01, 8.5375000000000076e-02, 1.8202500000000006e+00, -1.0949999999999993e-01, -2.9674999999999996e-01, -2.3950000000000023e-02, -1.3499999999999630e-02, -3.8624999999999926e-01, 4.5875000000000103e-02
-2.5000000000024997e-04, 2.4999999999990302e-04, 3.0025000000000143e-03, -4.8692499999999993e-02, -2.7500000000013620e-03, 8.0000000000003662e-03, -1.5000000000000011e-01, 1.7150000000000010e-01, -1.9750000000000319e-02, -1.3700000000000098e-01, 1.4524999999999952e-01, -6.5000000000002547e-03, 3.1587500000000013e-01, 1.2577500000000016e-01, 1.6307499999999993e+00, -1.5249999999999983e-01, -3.4350000000000069e-01, -2.8575000000000121e-02, -4.8249999999999675e-02, -3.8925000000000065e-01, 4.3699999999999982e-02
