0, 0.34829, 0.11767, 9.10516e-18, 0.034683, 0.95968, 0.24589, -0.28877, 0.14353, -0.15916, -0.15085, 0.083235, 0.40594, -0.23998, -0.30754, 0.08506, 
0.0010286, 0.34829, 0.11767, 9.11118e-18, 0.0346933, 0.959719, 0.246215, -0.288471, 0.142235, -0.158488, -0.150903, 0.0811519, 0.405595, -0.240267, -0.307672, 0.085278, 
0.0020572, 0.34829, 0.11767, 9.11342e-18, 0.034719, 0.95976, 0.246076, -0.287657, 0.140868, -0.157797, -0.150271, 0.0788611, 0.405229, -0.240507, -0.307924, 0.0856986, 
0.0030858, 0.34829, 0.11767, 9.11308e-18, 0.0347547, 0.959801, 0.245658, -0.286535, 0.139463, -0.157096, -0.149255, 0.0764999, 0.40481, -0.240734, -0.308261, 0.0862244, 
0.00411439, 0.34829, 0.11767, 9.11771e-18, 0.0347971, 0.959842, 0.245058, -0.285212, 0.138036, -0.156393, -0.148008, 0.0741326, 0.404325, -0.240961, -0.308661, 0.0867987, 
0.00514299, 0.34829, 0.11767, 9.12731e-18, 0.0348443, 0.959883, 0.244334, -0.283754, 0.136599, -0.15569, -0.146618, 0.071793, 0.403774, -0.241196, -0.309109, 0.0873889, 
0.00617159, 0.34829, 0.11767, 9.15375e-18, 0.0348949, 0.959924, 0.243522, -0.282203, 0.13516, -0.154989, -0.145141, 0.0694986, 0.403159, -0.241441, -0.309597, 0.0879766, 
0.00720019, 0.34829, 0.11767, 9.18015e-18, 0.0349481, 0.959964, 0.242649, -0.280589, 0.133722, -0.154292, -0.143611, 0.0672576, 0.402485, -0.241698, -0.310116, 0.0885521, 
0.00822879, 0.34829, 0.11767, 9.2127e-18, 0.0350032, 0.960003, 0.24173, -0.27893, 0.13229, -0.153601, -0.142052, 0.065073, 0.401759, -0.241967, -0.310663, 0.0891102, 
0.00925739, 0.34829, 0.11767, 9.25374e-18, 0.0350595, 0.960041, 0.240779, -0.277241, 0.130867, -0.152915, -0.140478, 0.0629445, 0.400985, -0.242245, -0.311232, 0.0896486, 
0.010286, 0.34829, 0.11767, 9.28928e-18, 0.0351168, 0.960079, 0.239804, -0.275531, 0.129454, -0.152236, -0.138897, 0.0608704, 0.400172, -0.242532, -0.31182, 0.0901668, 
0.0113146, 0.34829, 0.11767, 9.32486e-18, 0.0351746, 0.960116, 0.23881, -0.273809, 0.128052, -0.151564, -0.137317, 0.0588478, 0.399323, -0.242826, -0.312425, 0.0906652, 
0.0123432, 0.34829, 0.11767, 9.3716e-18, 0.0352328, 0.960152, 0.237804, -0.272078, 0.126663, -0.150899, -0.135741, 0.0568736, 0.398446, -0.243126, -0.313045, 0.0911444, 
0.0133718, 0.34829, 0.11767, 9.41576e-18, 0.0352912, 0.960188, 0.236788, -0.270345, 0.125288, -0.150241, -0.134173, 0.0549446, 0.397544, -0.24343, -0.313676, 0.0916056, 
0.0144004, 0.34829, 0.11767, 9.45739e-18, 0.0353496, 0.960223, 0.235765, -0.268612, 0.123927, -0.149591, -0.132615, 0.0530577, 0.396623, -0.243738, -0.314318, 0.0920499, 
0.015429, 0.34829, 0.11767, 9.48118e-18, 0.0354078, 0.960257, 0.234739, -0.266881, 0.122581, -0.148948, -0.131067, 0.0512101, 0.395685, -0.244048, -0.314969, 0.0924784, 
0.0164576, 0.34829, 0.11767, 9.47586e-18, 0.0354657, 0.96029, 0.233711, -0.265156, 0.121249, -0.148313, -0.129531, 0.0493991, 0.394734, -0.244359, -0.315627, 0.0928924, 
0.0174862, 0.34829, 0.11767, 9.45476e-18, 0.0355233, 0.960322, 0.232682, -0.263438, 0.119932, -0.147685, -0.128007, 0.0476222, 0.393775, -0.24467, -0.316291, 0.0932927, 
