0,-0.0017887,0.95744,0.18908,-0.29324,0.20717,-0.17147,-0.28873,0.2134,-0.18334,-0.13555,0.075051,-0.050117,-0.20247,-0.33693,0.084073,-0.2897,-0.28848,0.078106
0.02,-0.001931,0.95742,0.18852,-0.29411,0.20994,-0.17318,-0.28849,0.21375,-0.18339,-0.13293,0.07337,-0.027752,-0.20197,-0.33286,0.084331,-0.29027,-0.28696,0.077892
0.04,-0.002083,0.95741,0.18794,-0.29498,0.21273,-0.17492,-0.28822,0.21407,-0.18344,-0.13015,0.071461,-0.0012019,-0.20148,-0.32906,0.084533,-0.29055,-0.28589,0.077795
0.06,-0.0022628,0.9574,0.18732,-0.29591,0.21562,-0.17668,-0.28799,0.21448,-0.18354,-0.12709,0.069308,0.031117,-0.20104,-0.3259,0.084648,-0.29041,-0.28578,0.077882
0.08,-0.0024991,0.95739,0.18666,-0.29698,0.21875,-0.1784,-0.28792,0.21519,-0.18373,-0.12365,0.067145,0.068388,-0.20071,-0.32395,0.084668,-0.28982,-0.28714,0.078175
0.1,-0.0028225,0.95737,0.18595,-0.29827,0.22217,-0.17999,-0.28816,0.2164,-0.18406,-0.11974,0.065345,0.10874,-0.2006,-0.32368,0.084588,-0.28897,-0.29029,0.078666
0.12,-0.0032593,0.95733,0.18522,-0.2998,0.22586,-0.18139,-0.2888,0.21821,-0.18449,-0.11531,0.064309,0.15015,-0.20091,-0.32537,0.084398,-0.28809,-0.29526,0.079336
0.14,-0.0038298,0.95727,0.18453,-0.30162,0.22968,-0.18255,-0.28993,0.22057,-0.18495,-0.11035,0.064343,0.19073,-0.20186,-0.32903,0.08409,-0.28749,-0.30175,0.080154
0.16,-0.00455,0.95721,0.18402,-0.3038,0.23346,-0.18344,-0.29161,0.22331,-0.18535,-0.10487,0.065549,0.22889,-0.20361,-0.33436,0.083664,-0.28743,-0.30928,0.081067
0.18,-0.0054339,0.95716,0.18388,-0.30646,0.23705,-0.18402,-0.29394,0.22624,-0.1856,-0.09885,0.067758,0.26354,-0.20624,-0.3409,0.083132,-0.28803,-0.3172,0.081989
0.2,-0.0064977,0.9571,0.18434,-0.3098,0.24032,-0.18423,-0.29709,0.22912,-0.18561,-0.092235,0.07058,0.29412,-0.20971,-0.3481,0.082521,-0.28936,-0.32485,0.082815
0.22,-0.0077616,0.95707,0.18567,-0.31404,0.24323,-0.18398,-0.30123,0.23181,-0.18527,-0.084987,0.073551,0.32045,-0.21398,-0.35543,0.081881,-0.29143,-0.33161,0.083444
0.24,-0.0092491,0.95704,0.18808,-0.31948,0.24578,-0.18322,-0.30661,0.23427,-0.18453,-0.07711,0.076298,0.34263,-0.21903,-0.36238,0.08127,-0.29427,-0.33699,0.083815
0.26,-0.010984,0.95704,0.1918,-0.32635,0.24804,-0.18192,-0.31348,0.23655,-0.18339,-0.068671,0.078637,0.36085,-0.22491,-0.36861,0.080736,-0.29797,-0.34066,0.0839
0.28,-0.012986,0.95703,0.19697,-0.33491,0.25012,-0.18012,-0.32209,0.23879,-0.18191,-0.059784,0.080555,0.37536,-0.23169,-0.37399,0.080289,-0.30267,-0.34248,0.0837
0.3,-0.015273,0.95701,0.20374,-0.34534,0.25212,-0.17789,-0.33268,0.24117,-0.18018,-0.050589,0.082134,0.38648,-0.23944,-0.37852,0.079901,-0.30849,-0.34246,0.083216
0.32,-0.017857,0.95697,0.21218,-0.35779,0.25414,-0.1753,-0.34543,0.24384,-0.17828,-0.041198,0.083462,0.39446,-0.24818,-0.38237,0.079526,-0.31554,-0.34072,0.082442
0.34,-0.020746,0.95688,0.22233,-0.37236,0.25627,-0.17238,-0.36044,0.24692,-0.17627,-0.031641,0.08457,0.39957,-0.25792,-0.38572,0.079127,-0.32392,-0.33743,0.081363
0.36,-0.023948,0.95674,0.23418,-0.38909,0.25859,-0.16915,-0.37773,0.25045,-0.17412,-0.021866,0.085426,0.40202,-0.26862,-0.38872,0.078694,-0.33366,-0.33279,0.079962
0.38,-0.027466,0.95653,0.24767,-0.40799,0.26121,-0.16562,-0.39725,0.25443,-0.17182,-0.011803,0.085988,0.40208,-0.28026,-0.39154,0.078235,-0.3448,-0.3271,0.078254
0.4,-0.031302,0.95624,0.26281,-0.42914,0.26427,-0.16185,-0.41898,0.25879,-0.1693,-0.0014564,0.086268,0.39996,-0.29286,-0.39435,0.077743,-0.35732,-0.32075,0.076314
0.42,-0.035454,0.95586,0.27963,-0.45267,0.26793,-0.15796,-0.4429,0.26341,-0.16654,0.0090566,0.086353,0.39579,-0.30642,-0.39733,0.077181,-0.37119,-0.31421,0.074261
0.44,-0.039916,0.95539,0.29824,-0.47874,0.27236,-0.15409,-0.46904,0.26816,-0.16351,0.019535,0.08639,0.38959,-0.32101,-0.40067,0.076503,-0.38642,-0.30791,0.07221
0.46,-0.044687,0.95482,0.31871,-0.50749,0.27769,-0.15033,-0.49741,0.27294,-0.16024,0.029765,0.086547,0.38134,-0.33671,-0.40444,0.075682,-0.40307,-0.30211,0.070197
0.48,-0.049762,0.95415,0.34106,-0.53895,0.28397,-0.14672,-0.52801,0.27771,-0.15678,0.039587,0.086986,0.37103,-0.35371,-0.40856,0.074733,-0.42131,-0.29685,0.068156
0.5,-0.055128,0.95336,0.36519,-0.57298,0.29114,-0.14324,-0.56071,0.28245,-0.15316,0.048947,0.087831,0.35871,-0.37222,-0.41277,0.073699,-0.44139,-0.29189,0.065939
0.52,-0.060763,0.95245,0.39091,-0.60926,0.29901,-0.13982,-0.59531,0.28721,-0.14942,0.057908,0.089138,0.34449,-0.39251,-0.41664,0.072616,-0.46363,-0.28672,0.063367
0.54,-0.066631,0.95144,0.41794,-0.64736,0.30737,-0.13643,-0.63153,0.29203,-0.14561,0.066599,0.090901,0.32846,-0.41486,-0.41958,0.071492,-0.48842,-0.28056,0.060261
0.56,-0.072692,0.95031,0.44604,-0.6869,0.31602,-0.13307,-0.6691,0.29698,-0.14178,0.075114,0.093049,0.31073,-0.43955,-0.42088,0.070317,-0.51617,-0.2724,0.056507
0.58,-0.078904,0.94907,0.47506,-0.72764,0.3249,-0.12976,-0.70788,0.30217,-0.13804,0.083445,0.095452,0.29145,-0.46675,-0.4199,0.069089,-0.54718,-0.26127,0.052123
0.6,-0.085231,0.94771,0.50495,-0.76956,0.33414,-0.12657,-0.74785,0.30774,-0.13449,0.091503,0.09791,0.27093,-0.49653,-0.41613,0.067821,-0.58155,-0.24656,0.047323
0.62,-0.091638,0.94623,0.5357,-0.81273,0.34396,-0.12362,-0.78905,0.31391,-0.13126,0.099217,0.10019,0.24953,-0.52879,-0.40941,0.066536,-0.61905,-0.22839,0.042517
0.64,-0.098093,0.9446,0.56723,-0.85717,0.35463,-0.12104,-0.83151,0.3209,-0.12851,0.10661,0.10211,0.22758,-0.56334,-0.39993,0.065243,-0.6591,-0.20769,0.038224
0.66,-0.10455,0.94283,0.59939,-0.90278,0.36633,-0.11896,-0.87511,0.32893,-0.12636,0.1138,0.10359,0.20522,-0.59989,-0.38822,0.06392,-0.70098,-0.18596,0.034929
0.68,-0.11097,0.9409,0.63197,-0.94935,0.37915,-0.11746,-0.91967,0.33814,-0.12495,0.12091,0.10467,0.18235,-0.6382,-0.37496,0.062517,-0.74395,-0.1648,0.032936
0.7,-0.11731,0.9388,0.66476,-0.99661,0.39303,-0.11658,-0.96499,0.34863,-0.12435,0.12798,0.10552,0.15869,-0.67805,-0.36077,0.060971,-0.78747,-0.14545,0.032297
0.72,-0.12353,0.93656,0.69756,-1.0442,0.4078,-0.11625,-1.0108,0.3604,-0.12456,0.13505,0.10633,0.13397,-0.71929,-0.34614,0.05922,-0.83124,-0.12857,0.032842
0.74,-0.12958,0.93418,0.73015,-1.0918,0.42325,-0.11639,-1.0569,0.3734,-0.12554,0.14213,0.10728,0.10811,-0.76186,-0.33136,0.057232,-0.87519,-0.11425,0.034292
0.76,-0.13542,0.93169,0.76232,-1.1391,0.43916,-0.11691,-1.1028,0.38747,-0.12719,0.14931,0.10849,0.081343,-0.80567,-0.31659,0.055016,-0.91935,-0.10225,0.036372
0.78,-0.14102,0.9291,0.79395,-1.1857,0.45536,-0.11775,-1.1484,0.40243,-0.1294,0.15663,0.10991,0.054126,-0.85059,-0.30195,0.052629,-0.96366,-0.092271,0.038869
0.8,-0.14636,0.92646,0.82509,-1.2316,0.47174,-0.11889,-1.1935,0.41803,-0.13204,0.16409,0.11128,0.027003,-0.8963,-0.28755,0.05018,-1.0079,-0.084035,0.041631
0.82,-0.1514,0.92376,0.85589,-1.2769,0.48822,-0.12027,-1.2382,0.43407,-0.135,0.17157,0.11225,0.0003772,-0.94238,-0.27354,0.047808,-1.0518,-0.077335,0.044527
0.84,-0.15614,0.92103,0.88652,-1.3218,0.50474,-0.12184,-1.2825,0.45036,-0.13823,0.17893,0.1125,-0.025609,-0.98835,-0.2601,0.045645,-1.0949,-0.071986,0.047416
0.86,-0.16059,0.91828,0.91707,-1.3663,0.52122,-0.12357,-1.3264,0.46671,-0.14165,0.18601,0.11187,-0.051017,-1.0338,-0.24743,0.043771,-1.1371,-0.067842,0.050154
0.88,-0.16473,0.91552,0.94748,-1.4102,0.53756,-0.12545,-1.3699,0.48297,-0.14522,0.19272,0.11041,-0.07595,-1.0786,-0.23577,0.042198,-1.1782,-0.064824,0.052608
0.9,-0.16857,0.91278,0.97762,-1.4534,0.55368,-0.12753,-1.4126,0.49895,-0.14892,0.19894,0.10832,-0.1004,-1.1224,-0.22534,0.040907,-1.2181,-0.062919,0.054684
0.92,-0.17212,0.91007,1.0074,-1.4957,0.56946,-0.12983,-1.4544,0.51451,-0.15275,0.20459,0.1058,-0.12423,-1.165,-0.21627,0.039909,-1.2567,-0.062153,0.056319
0.94,-0.17535,0.9074,1.0366,-1.5371,0.58484,-0.13237,-1.4951,0.5296,-0.15673,0.20957,0.10293,-0.14729,-1.2064,-0.20854,0.039286,-1.2938,-0.062568,0.057458
0.96,-0.17829,0.9048,1.0653,-1.5773,0.59971,-0.13517,-1.5347,0.5442,-0.16089,0.21382,0.099677,-0.16951,-1.2462,-0.20202,0.039169,-1.3292,-0.064212,0.058029
0.98,-0.18092,0.90228,1.0935,-1.6163,0.61403,-0.13819,-1.5731,0.55836,-0.16521,0.21736,0.095871,-0.19097,-1.2842,-0.19649,0.039665,-1.3627,-0.067117,0.057954
1,-0.18325,0.89984,1.1211,-1.654,0.62773,-0.14137,-1.6104,0.57214,-0.16967,0.22027,0.091359,-0.21177,-1.3205,-0.19168,0.040783,-1.3942,-0.071255,0.057179
1.02,-0.18529,0.89748,1.148,-1.6904,0.64079,-0.14463,-1.6466,0.58558,-0.17419,0.22264,0.086087,-0.23197,-1.3548,-0.18734,0.04242,-1.4235,-0.076465,0.055714
1.04,-0.18706,0.89523,1.174,-1.7252,0.65322,-0.1479,-1.6815,0.59876,-0.17872,0.22458,0.080112,-0.25155,-1.3873,-0.1833,0.044391,-1.451,-0.082452,0.05365
1.06,-0.18858,0.89306,1.1991,-1.7584,0.66502,-0.15113,-1.715,0.61169,-0.18318,0.22623,0.073549,-0.27037,-1.4179,-0.17952,0.046486,-1.4768,-0.088848,0.051139
1.08,-0.18986,0.89098,1.2229,-1.7897,0.67623,-0.15432,-1.747,0.62441,-0.18754,0.22775,0.066519,-0.28829,-1.4467,-0.17613,0.04849,-1.5012,-0.095309,0.048363
1.1,-0.19094,0.88898,1.2452,-1.819,0.68686,-0.15749,-1.7771,0.63685,-0.19179,0.22935,0.05914,-0.30521,-1.4734,-0.17331,0.050182,-1.5243,-0.10157,0.04552
1.12,-0.19182,0.88707,1.266,-1.8461,0.69688,-0.16062,-1.8051,0.64884,-0.1959,0.23114,0.051551,-0.32108,-1.4981,-0.17125,0.051353,-1.5464,-0.10744,0.042827
1.14,-0.19253,0.88526,1.285,-1.871,0.70623,-0.16369,-1.831,0.66013,-0.19986,0.23318,0.043913,-0.33589,-1.5208,-0.17004,0.051842,-1.5674,-0.11276,0.040495
1.16,-0.19308,0.8836,1.3024,-1.8935,0.71481,-0.16665,-1.8545,0.67048,-0.20363,0.23535,0.036422,-0.34961,-1.5415,-0.16974,0.051591,-1.5874,-0.11747,0.038669
1.18,-0.19349,0.8821,1.3182,-1.9138,0.72252,-0.16944,-1.8756,0.6797,-0.20716,0.23749,0.029327,-0.36223,-1.5603,-0.17039,0.05064,-1.6065,-0.12161,0.037348
1.2,-0.19376,0.88079,1.3326,-1.9319,0.7293,-0.17206,-1.8944,0.68775,-0.21044,0.23942,0.022881,-0.3738,-1.5773,-0.172,0.0491,-1.6245,-0.12537,0.036385
1.22,-0.19391,0.87967,1.3454,-1.9479,0.73513,-0.17454,-1.9111,0.6947,-0.21347,0.24104,0.017223,-0.38439,-1.5925,-0.17446,0.047119,-1.6413,-0.12898,0.035561
1.24,-0.19394,0.87873,1.3568,-1.9618,0.74004,-0.17693,-1.9256,0.70071,-0.21627,0.24243,0.012286,-0.39405,-1.606,-0.17754,0.044885,-1.6568,-0.13261,0.034711
1.26,-0.19385,0.87795,1.3667,-1.9736,0.74414,-0.17926,-1.938,0.70596,-0.21883,0.24381,0.0078431,-0.40282,-1.618,-0.18077,0.042638,-1.6707,-0.13619,0.033803
1.28,-0.19366,0.87731,1.375,-1.9834,0.74757,-0.18155,-1.9486,0.71066,-0.22116,0.24537,0.0036646,-0.41073,-1.6287,-0.18354,0.04065,-1.6832,-0.1394,0.032928
1.3,-0.19338,0.87676,1.3819,-1.9914,0.75052,-0.18379,-1.9574,0.71502,-0.22327,0.24726,-0.00037015,-0.41786,-1.6385,-0.18519,0.039178,-1.6942,-0.14178,0.032226
1.32,-0.19303,0.87627,1.3873,-1.9978,0.75319,-0.18599,-1.9646,0.71924,-0.22521,0.24947,-0.0042724,-0.42439,-1.6476,-0.18528,0.038409,-1.7039,-0.14286,0.03181
1.34,-0.19262,0.87581,1.3915,-2.0027,0.75578,-0.18815,-1.9705,0.72349,-0.22705,0.25195,-0.0080015,-0.4306,-1.6561,-0.18374,0.038409,-1.7125,-0.14239,0.031717
1.36,-0.19218,0.87536,1.3945,-2.0065,0.7584,-0.1903,-1.9754,0.72784,-0.22887,0.25457,-0.011518,-0.43681,-1.6642,-0.18084,0.039127,-1.72,-0.1404,0.031902
1.38,-0.19171,0.87491,1.3967,-2.0095,0.76109,-0.19243,-1.9795,0.73228,-0.23071,0.25717,-0.01482,-0.44327,-1.6718,-0.1771,0.040427,-1.7266,-0.13724,0.032252
1.4,-0.19123,0.87445,1.3984,-2.012,0.76387,-0.19454,-1.983,0.73675,-0.23261,0.25965,-0.01794,-0.45003,-1.6788,-0.17305,0.042166,-1.7321,-0.13345,0.03263
1.42,-0.19076,0.87398,1.3996,-2.0141,0.76668,-0.19663,-1.9861,0.74118,-0.23455,0.26195,-0.020902,-0.45697,-1.6851,-0.16906,0.044228,-1.7366,-0.12958,0.032933
1.44,-0.19029,0.87351,1.4006,-2.016,0.76949,-0.19868,-1.9889,0.74553,-0.23653,0.26403,-0.023677,-0.46393,-1.6909,-0.16531,0.046524,-1.7403,-0.12602,0.033137
1.46,-0.18985,0.87304,1.4015,-2.0178,0.77227,-0.20071,-1.9915,0.74977,-0.23852,0.26589,-0.026194,-0.47075,-1.6963,-0.16183,0.048966,-1.7434,-0.12287,0.033308
1.48,-0.18943,0.87256,1.4023,-2.0195,0.77497,-0.20274,-1.994,0.7539,-0.24051,0.26755,-0.028431,-0.47732,-1.7013,-0.15859,0.051453,-1.7463,-0.11994,0.033578
1.5,-0.18905,0.87207,1.4031,-2.0212,0.77759,-0.20478,-1.9965,0.75789,-0.24248,0.26904,-0.030477,-0.48355,-1.7059,-0.1556,0.053891,-1.7494,-0.11688,0.03408
