0, 0.0357138, -0.0162938, 0.957464, -0.0108755, 0.238433, 0.0665246, -0.0937127, -0.273339, -0.164464, 0.0799234, 0.159441, -0.0310604, 0.0965387, -0.170509, -0.036867, 0.0549736, -0.326019, 0.224512, -0.0337771, 0.218185, 0.116208, -0.120368, -0.147082, -0.236296, 0.0262064, -0.154889, -0.0196421, -0.0181222, 0.095882, -0.0275008, 0.0234786, 0.394719, 0.0883166, -0.0451866, -0.196918, 0.306308, -0.031894, -0.390197, 1.81654, 0.0529845, -0.239538, 0.0514016, 0.0350399, -0.223742, -0.628444, 0.099218, -0.419444, -1.61031, -0.0639299, 0.0219987, 0.0228178
0.02, 0.0360797, -0.0159649, 0.957433, -0.0114415, 0.238394, 0.0667408, -0.0935642, -0.272782, -0.164096, 0.0802807, 0.159244, -0.0303854, 0.0954988, -0.170829, -0.0381254, 0.0553796, -0.326472, 0.22429, -0.0340156, 0.220072, 0.114795, -0.119473, -0.148649, -0.234957, 0.0271656, -0.153333, -0.0194032, -0.0184, 0.0947736, -0.0274657, 0.0227973, 0.393923, 0.087867, -0.0454559, -0.19693, 0.307265, -0.0328713, -0.389199, 1.81596, 0.0531652, -0.239771, 0.0514243, 0.0353236, -0.223949, -0.626318, 0.0987929, -0.421014, -1.61124, -0.0638015, 0.0220974, 0.0228096
0.04, 0.0363495, -0.0156671, 0.957404, -0.0119484, 0.238382, 0.0667513, -0.0933065, -0.272507, -0.163647, 0.0803305, 0.159261, -0.029488, 0.0949382, -0.171146, -0.0393923, 0.0557457, -0.327087, 0.223823, -0.0341803, 0.222024, 0.113417, -0.118571, -0.150137, -0.233249, 0.0278125, -0.151056, -0.0193294, -0.0182886, 0.0933345, -0.0274712, 0.022069, 0.392985, 0.0877661, -0.0461855, -0.197015, 0.30999, -0.0344216, -0.389163, 1.81253, 0.0536096, -0.239958, 0.0513578, 0.0352037, -0.224023, -0.623746, 0.0984167, -0.422205, -1.61273, -0.0635516, 0.022144, 0.0227557
0.06, 0.0364792, -0.0154057, 0.957371, -0.0124189, 0.23844, 0.0665815, -0.0929124, -0.272687, -0.163, 0.0800196, 0.159655, -0.0283481, 0.0950237, -0.171552, -0.0407827, 0.0561273, -0.328082, 0.223168, -0.0342949, 0.224295, 0.111961, -0.11759, -0.151628, -0.231104, 0.0280168, -0.147813, -0.0194394, -0.017635, 0.09139, -0.0274884, 0.0214049, 0.391847, 0.087874, -0.0475456, -0.197098, 0.314983, -0.0365579, -0.390397, 1.80566, 0.054373, -0.240081, 0.0511807, 0.0346996, -0.223999, -0.62129, 0.0982545, -0.423104, -1.61419, -0.063275, 0.0221247, 0.0226774
0.08, 0.0364147, -0.0151852, 0.95732, -0.0129231, 0.238648, 0.0662783, -0.0923333, -0.273539, -0.162027, 0.0793415, 0.160584, -0.0270007, 0.0958547, -0.172114, -0.0424086, 0.0566556, -0.329769, 0.222399, -0.0344376, 0.227243, 0.110284, -0.116379, -0.153249, -0.228441, 0.0279219, -0.143436, -0.0197005, -0.0165558, 0.0888726, -0.0275305, 0.0208073, 0.390474, 0.0879528, -0.049537, -0.197254, 0.322509, -0.0392935, -0.39297, 1.79523, 0.0554515, -0.240143, 0.0508956, 0.0340287, -0.223934, -0.61958, 0.09842, -0.424001, -1.61494, -0.0631037, 0.0220696, 0.0226177
0.1, 0.0360942, -0.0150021, 0.957242, -0.0135687, 0.239133, 0.0659322, -0.0915389, -0.275332, -0.160701, 0.0783609, 0.162218, -0.0254994, 0.0974012, -0.172865, -0.0443425, 0.0574709, -0.332536, 0.221523, -0.0346833, 0.231249, 0.108258, -0.114766, -0.155129, -0.225162, 0.0279545, -0.137905, -0.0200426, -0.015453, 0.085915, -0.0276691, 0.0202129, 0.388733, 0.0878312, -0.0519502, -0.197763, 0.332363, -0.0426272, -0.396666, 1.78179, 0.0567716, -0.240132, 0.0505181, 0.0335654, -0.223943, -0.619225, 0.0989866, -0.425354, -1.61431, -0.0631897, 0.0220409, 0.022633
0.12, 0.0354555, -0.0148409, 0.957134, -0.0144632, 0.240088, 0.0656704, -0.0905827, -0.278388, -0.159172, 0.0772596, 0.164736, -0.0238699, 0.0994314, -0.173797, -0.0465793, 0.0586396, -0.336808, 0.220422, -0.035041, 0.236597, 0.105837, -0.112665, -0.157345, -0.22118, 0.0285893, -0.131353, -0.0204073, -0.014779, 0.082774, -0.0280024, 0.0196129, 0.386395, 0.0875693, -0.0545037, -0.199005, 0.343967, -0.0465142, -0.401098, 1.7663, 0.0582278, -0.24001, 0.0500672, 0.0336338, -0.224199, -0.620663, 0.10001, -0.427539, -1.61179, -0.0636403, 0.0220925, 0.0227657
0.14, 0.0344484, -0.0146854, 0.956992, -0.0156749, 0.241764, 0.0655778, -0.0896042, -0.283059, -0.157694, 0.0763314, 0.168311, -0.0220853, 0.101487, -0.174868, -0.0490468, 0.0601537, -0.342948, 0.218964, -0.0354646, 0.243372, 0.103097, -0.11014, -0.159876, -0.216499, 0.030076, -0.124009, -0.0207668, -0.014761, 0.0796855, -0.0285805, 0.0190831, 0.383302, 0.0874188, -0.0569875, -0.201302, 0.356595, -0.0508616, -0.405836, 1.74983, 0.05972, -0.239736, 0.0495572, 0.0343294, -0.224907, -0.62402, 0.10152, -0.430636, -1.60728, -0.0644601, 0.0222366, 0.0230203
0.16, 0.0330458, -0.0145378, 0.95682, -0.0172081, 0.244411, 0.0655909, -0.0887447, -0.289675, -0.156426, 0.0758853, 0.17306, -0.0200795, 0.102983, -0.176013, -0.0516864, 0.0619996, -0.351146, 0.21719, -0.0359097, 0.251393, 0.100218, -0.107397, -0.162595, -0.211265, 0.0323304, -0.116134, -0.0210908, -0.0153005, 0.0768069, -0.029339, 0.0186928, 0.379551, 0.0875617, -0.0592836, -0.204834, 0.369582, -0.0555896, -0.410501, 1.73338, 0.0611761, -0.239283, 0.0490003, 0.0355289, -0.226263, -0.629105, 0.103488, -0.434438, -1.60106, -0.0655588, 0.0224436, 0.0233655
0.18, 0.0312465, -0.0144248, 0.956621, -0.0189889, 0.248191, 0.0654666, -0.0880619, -0.298434, -0.155278, 0.0760985, 0.178994, -0.0177579, 0.103414, -0.177163, -0.0545628, 0.0641858, -0.361315, 0.215408, -0.036352, 0.26023, 0.097386, -0.104721, -0.165309, -0.205725, 0.0350161, -0.107928, -0.0213124, -0.0160908, 0.0742478, -0.0301005, 0.0184381, 0.375478, 0.0880021, -0.0613228, -0.209667, 0.382476, -0.060655, -0.414797, 1.71767, 0.0625463, -0.238691, 0.0484234, 0.037036, -0.228437, -0.635545, 0.105827, -0.438626, -1.59364, -0.0668157, 0.0226707, 0.0237582
0.2, 0.029067, -0.0143796, 0.956398, -0.0208452, 0.253125, 0.064861, -0.0875425, -0.309356, -0.1539, 0.0769279, 0.18601, -0.0150154, 0.102565, -0.178259, -0.0578917, 0.0666817, -0.373112, 0.214119, -0.0367696, 0.269309, 0.0946944, -0.102366, -0.167798, -0.200129, 0.0376693, -0.0994424, -0.0213483, -0.0167934, 0.0720822, -0.0306488, 0.0182685, 0.371469, 0.0887118, -0.0631093, -0.21581, 0.395292, -0.0660098, -0.418562, 1.70292, 0.0637988, -0.238107, 0.0478817, 0.0387021, -0.231555, -0.642925, 0.108406, -0.442933, -1.58552, -0.0681313, 0.0228967, 0.0241666
0.22, 0.0265255, -0.0144187, 0.956154, -0.0225192, 0.259135, 0.0634644, -0.0871828, -0.322332, -0.151811, 0.0781595, 0.193946, -0.0118283, 0.10058, -0.179261, -0.0619345, 0.0693567, -0.386111, 0.213813, -0.0371395, 0.278091, 0.09216, -0.10044, -0.169859, -0.194695, 0.0397352, -0.0905609, -0.0211576, -0.0170754, 0.07029, -0.0308001, 0.0181787, 0.367838, 0.0896234, -0.0648004, -0.223232, 0.408442, -0.0715064, -0.421817, 1.68886, 0.0649268, -0.23772, 0.0474379, 0.0404075, -0.235695, -0.65091, 0.111118, -0.447171, -1.57709, -0.0694362, 0.0231264, 0.0245736
0.24, 0.0236254, -0.0145299, 0.955889, -0.0237669, 0.266177, 0.0611463, -0.0870252, -0.337272, -0.148573, 0.0795547, 0.202631, -0.00838004, 0.0978531, -0.180147, -0.0668593, 0.0720218, -0.400065, 0.214739, -0.0374677, 0.286246, 0.0898385, -0.0988539, -0.171351, -0.189621, 0.0406755, -0.0810916, -0.02077, -0.0166275, 0.0687557, -0.030447, 0.0182748, 0.364712, 0.0905085, -0.0666706, -0.231857, 0.422209, -0.0768819, -0.424782, 1.67507, 0.0659611, -0.23761, 0.0471084, 0.042028, -0.240917, -0.659451, 0.113962, -0.451241, -1.56839, -0.070703, 0.0233746, 0.0249756
0.26, 0.0203487, -0.0146838, 0.955597, -0.0244994, 0.274333, 0.058023, -0.0870901, -0.354211, -0.14391, 0.0809721, 0.211915, -0.00507341, 0.0947995, -0.180909, -0.0727041, 0.0745761, -0.415067, 0.216825, -0.0378255, 0.293744, 0.0878767, -0.0973998, -0.172229, -0.185097, 0.0402886, -0.0709604, -0.0202441, -0.0153823, 0.0674148, -0.0296018, 0.0187323, 0.361868, 0.0911139, -0.0688534, -0.24165, 0.436107, -0.0817953, -0.427726, 1.66161, 0.0669212, -0.237678, 0.0468563, 0.043579, -0.247289, -0.668947, 0.117091, -0.455255, -1.55893, -0.0719971, 0.0236565, 0.0253942
