frame, steps, LASI, LPSI, RASI, RPSI, RKNE, RTHI, RANK, RTIB, RHEE, RTOE, LKNE, LTHI, LANK, LTIB, LHEE, LTOE, C7, CLAV, LSHO, RBAK, RSHO, STRN, T10, LBHD, LFHD, RBHD, RFHD, RELB, RUPA, RWRA, RWRB, RFIN, LELB, LUPA, LWRA, LWRB, LFIN
10, 114, 0.00492282, 0.00388284, 0.000697587, 0.0016175, 0.00496748, 0.00262893, 0.00438289, 0.00568801, 0.00213798, 0.00128643, 0.00320373, 0.00606341, 0.00292878, 0.00891026, 0.0107819, 0.00392999, 0.00353173, 0.00338601, 0.00419422, 0.00382738, 0.00391673, 0.00401246, 0.00355436, 0.00649616, 0.00212996, 0.00755896, 0.00319466, 0.000379727, 0.00113405, 0.000278506, 0.00037922, 4.8582e-05, 0.00187794, 0.00393097, 9.46915e-05, 0.00112005, 5.67716e-05
11, 114, 0.00511496, 0.0040559, 0.000609088, 0.00174007, 0.00515798, 0.00275254, 0.00452542, 0.00583409, 0.00222119, 0.00133997, 0.00316351, 0.00621749, 0.0028761, 0.0088173, 0.0108463, 0.00396675, 0.0036438, 0.00346336, 0.00398016, 0.00395991, 0.00376647, 0.00410979, 0.00370221, 0.0071981, 0.0022132, 0.00824019, 0.00325675, 0.000432273, 0.00112928, 0.000269582, 0.000365448, 4.79759e-05, 0.00193985, 0.00385709, 8.85856e-05, 0.0011491, 5.63389e-05
12, 110, 0.00528147, 0.0042016, 0.000530182, 0.0018483, 0.0053466, 0.00286649, 0.00465461, 0.00597383, 0.00231662, 0.00139832, 0.00314081, 0.00639315, 0.002833, 0.00872482, 0.0109212, 0.004009, 0.00374536, 0.00353696, 0.00387248, 0.00409638, 0.00371382, 0.00418975, 0.00386314, 0.0076863, 0.00222284, 0.00874884, 0.00328549, 0.000520703, 0.00116245, 0.000267867, 0.000362901, 4.80889e-05, 0.00203616, 0.00383438, 7.86914e-05, 0.00119152, 5.73236e-05
13, 74, 0.00542801, 0.00432248, 0.000485333, 0.00194783, 0.00554126, 0.00298416, 0.00477515, 0.00610868, 0.00243513, 0.00146444, 0.00314251, 0.00659444, 0.00279927, 0.00863104, 0.0110124, 0.0040597, 0.00382879, 0.00360719, 0.00386301, 0.00423856, 0.00373229, 0.00426473, 0.0040292, 0.00802578, 0.00220359, 0.00911449, 0.00329119, 0.000643251, 0.00123439, 0.00027514, 0.000374075, 4.95163e-05, 0.00216203, 0.00386251, 6.78661e-05, 0.00124608, 5.8302e-05
14, 115, 0.00556724, 0.00442179, 0.000514378, 0.00203772, 0.0057472, 0.0031083, 0.00489009, 0.00623761, 0.00257987, 0.00153874, 0.00317195, 0.00681712, 0.00277476, 0.0085385, 0.0111182, 0.00411779, 0.00389408, 0.00367317, 0.00390909, 0.00437931, 0.00381158, 0.00433348, 0.00419344, 0.0082611, 0.00217992, 0.00936799, 0.00328404, 0.000795617, 0.00133975, 0.000292271, 0.0003989, 5.34683e-05, 0.00230589, 0.0039228, 5.60676e-05, 0.00131016, 6.16155e-05
15, 123, 0.00572677, 0.00450927, 0.000634837, 0.00211731, 0.00596484, 0.00323491, 0.00500088, 0.00635778, 0.00274718, 0.00162055, 0.00322357, 0.00704919, 0.00275908, 0.00845348, 0.0112281, 0.00417759, 0.00394563, 0.00373802, 0.00397813, 0.00450779, 0.00395331, 0.00439146, 0.00434789, 0.00841932, 0.00216518, 0.00953018, 0.00327185, 0.000972749, 0.00147167, 0.000319442, 0.000435162, 6.14277e-05, 0.0024552, 0.00399636, 4.70772e-05, 0.00137987, 7.06854e-05
16, 129, 0.00592934, 0.00459396, 0.000832597, 0.0021934, 0.00618674, 0.00335924, 0.00510518, 0.00646285, 0.00292749, 0.00170801, 0.00328587, 0.00728176, 0.00275101, 0.00838109, 0.0113324, 0.00423383, 0.00398924, 0.00380553, 0.00407755, 0.00461909, 0.00415891, 0.00444562, 0.00449075, 0.00852731, 0.00216968, 0.00961816, 0.00325588, 0.00116619, 0.00162091, 0.00035527, 0.000477276, 7.43173e-05, 0.00260387, 0.00408107, 5.35153e-05, 0.0014512, 8.59808e-05
17, 134, 0.00617234, 0.00467413, 0.00109342, 0.00228052, 0.00639638, 0.00348, 0.005194, 0.00654179, 0.00310625, 0.00179665, 0.00335044, 0.00751233, 0.00275031, 0.00832326, 0.0114286, 0.00428544, 0.00403065, 0.00387502, 0.00424182, 0.00471393, 0.004414, 0.00450385, 0.00463256, 0.00859604, 0.00218409, 0.00964853, 0.00323158, 0.00136049, 0.00177156, 0.000396949, 0.00051937, 9.17138e-05, 0.0027535, 0.00419104, 7.84104e-05, 0.00152, 0.000106548
18, 139, 0.00643898, 0.00474379, 0.00140979, 0.00239321, 0.00657465, 0.00360305, 0.00525624, 0.00658481, 0.00327048, 0.0018815, 0.00341297, 0.00773397, 0.00275878, 0.00828165, 0.0115169, 0.00433303, 0.00407282, 0.00394201, 0.00450823, 0.00478969, 0.00468589, 0.00456142, 0.00479095, 0.00860259, 0.00216886, 0.00963181, 0.00319266, 0.00153985, 0.00190528, 0.000440644, 0.000557306, 0.000111825, 0.00290986, 0.00434456, 0.000115103, 0.00158218, 0.000133174
19, 142, 0.00671986, 0.00480346, 0.00177326, 0.00253971, 0.00670692, 0.00373644, 0.00528407, 0.00658846, 0.00341399, 0.00195985, 0.00346569, 0.0079294, 0.0027787, 0.00826023, 0.0115933, 0.00437523, 0.00411253, 0.00400346, 0.00490512, 0.00484217, 0.00494934, 0.00460737, 0.0049776, 0.00850554, 0.00207351, 0.00956915, 0.00313034, 0.00169775, 0.00201172, 0.000484006, 0.000590028, 0.000133124, 0.00307866, 0.00455354, 0.000162096, 0.00163571, 0.000168461
20, 145, 0.00701397, 0.004859, 0.0021725, 0.00272047, 0.00678529, 0.00388462, 0.00527286, 0.0065527, 0.00353325, 0.00203069, 0.0034958, 0.0080799, 0.00281145, 0.00826386, 0.011652, 0.00440974, 0.00414558, 0.00406485, 0.00543647, 0.004869, 0.00520947, 0.00463511, 0.00518923, 0.00828307, 0.00187444, 0.00945635, 0.00303727, 0.0018395, 0.00209326, 0.000526853, 0.000617892, 0.000155413, 0.00325925, 0.00481294, 0.000221632, 0.0016797, 0.000215763
21, 147, 0.00732122, 0.00491522, 0.00259746, 0.00293168, 0.00680784, 0.00404954, 0.00522058, 0.0064777, 0.00362147, 0.00209258, 0.00349127, 0.00817429, 0.00285708, 0.00829538, 0.0116909, 0.00443577, 0.00417168, 0.0041417, 0.00607476, 0.00486448, 0.00549556, 0.00464495, 0.00540759, 0.00796029, 0.00159644, 0.00929511, 0.00291292, 0.00197857, 0.0021609, 0.000570277, 0.000641857, 0.000179673, 0.00344305, 0.00509835, 0.000297707, 0.0017113, 0.000278963
22, 149, 0.0076435, 0.00497766, 0.00304094, 0.00316629, 0.00677782, 0.00423445, 0.00513114, 0.00636863, 0.00367073, 0.00214394, 0.00344322, 0.00820679, 0.00291429, 0.00835522, 0.0117091, 0.00445276, 0.00418854, 0.00424597, 0.00678045, 0.00481401, 0.0058547, 0.00464759, 0.0056069, 0.00759245, 0.00129277, 0.0090918, 0.0027588, 0.00213254, 0.00223162, 0.000616823, 0.000664111, 0.000207479, 0.00362066, 0.00538461, 0.000393049, 0.00172607, 0.00036081
23, 151, 0.00798738, 0.00505361, 0.00349493, 0.00341433, 0.00670418, 0.00444263, 0.00501415, 0.00623593, 0.00367728, 0.00218429, 0.00334585, 0.00817086, 0.00298304, 0.00844444, 0.0117041, 0.00445871, 0.00418369, 0.00436666, 0.00752941, 0.00470402, 0.00635917, 0.00466549, 0.00576342, 0.00721824, 0.00100722, 0.00884085, 0.00256873, 0.00232058, 0.00232577, 0.000670228, 0.000687083, 0.000241175, 0.00379166, 0.00566952, 0.00050541, 0.00172396, 0.000459843
24, 153, 0.00836158, 0.00515047, 0.00395012, 0.00366646, 0.00660101, 0.00466816, 0.00488079, 0.0060889, 0.00364433, 0.00221462, 0.0032015, 0.00806228, 0.0030685, 0.00856663, 0.0116761, 0.00445243, 0.00415072, 0.00447457, 0.008323, 0.0045448, 0.00708779, 0.00472266, 0.00586999, 0.00683702, 0.000765559, 0.00851744, 0.00233286, 0.00255547, 0.00245944, 0.000733973, 0.000710661, 0.000283086, 0.00396903, 0.00598299, 0.000626058, 0.00171337, 0.000569312
25, 157, 0.00876695, 0.00527163, 0.00440039, 0.00391676, 0.00648149, 0.00488943, 0.00474029, 0.00593267, 0.00357968, 0.00223581, 0.00302699, 0.0078872, 0.00317978, 0.00872468, 0.0116335, 0.00443662, 0.004116, 0.00455941, 0.00918205, 0.00437982, 0.00807762, 0.00482709, 0.0059461, 0.0064252, 0.000591443, 0.00809394, 0.00204901, 0.00283212, 0.00263383, 0.000807694, 0.000729252, 0.00033452, 0.00417305, 0.00637078, 0.000745305, 0.00170748, 0.000680775
26, 160, 0.00918242, 0.00541107, 0.00484375, 0.00416037, 0.00634902, 0.00507916, 0.00459502, 0.00576544, 0.00348739, 0.00224521, 0.00285259, 0.00766102, 0.00332112, 0.00891376, 0.0115885, 0.004417, 0.0041295, 0.00465118, 0.0101367, 0.00426211, 0.00929918, 0.00497017, 0.00602891, 0.00595779, 0.000521687, 0.00756383, 0.00172383, 0.00312759, 0.00283337, 0.000887146, 0.000734523, 0.000394656, 0.00441547, 0.00686563, 0.000859727, 0.00171352, 0.000791022
27, 165, 0.0095704, 0.00555577, 0.00527422, 0.00438926, 0.00619648, 0.0052172, 0.00444096, 0.00558044, 0.00336581, 0.00223756, 0.00270809, 0.00739767, 0.00348477, 0.00912104, 0.0115463, 0.00439681, 0.00422578, 0.00479354, 0.0112079, 0.00421477, 0.0106847, 0.00514347, 0.00615143, 0.00542332, 0.000602077, 0.00694963, 0.00136888, 0.00341251, 0.00303636, 0.000967615, 0.000721192, 0.000461003, 0.00468845, 0.00746826, 0.000973781, 0.00172722, 0.000904462
28, 170, 0.00990166, 0.00569575, 0.0056734, 0.00459333, 0.00601635, 0.00529636, 0.00427711, 0.00537707, 0.00321699, 0.00221116, 0.00261121, 0.0071037, 0.00365587, 0.0093344, 0.011498, 0.00437252, 0.0044059, 0.00500673, 0.0123865, 0.00422269, 0.0121681, 0.0053423, 0.00632581, 0.00483287, 0.000841182, 0.0062934, 0.00100281, 0.00366613, 0.00322765, 0.00104684, 0.000689931, 0.000531442, 0.00496763, 0.00815237, 0.0010942, 0.00173673, 0.00102792
29, 176, 0.0101663, 0.00583105, 0.00601755, 0.00476733, 0.00580968, 0.00532746, 0.00411002, 0.00516533, 0.00305211, 0.00217017, 0.00257809, 0.00678183, 0.0038236, 0.00954826, 0.0114303, 0.00433769, 0.00464273, 0.0052769, 0.0136298, 0.00425872, 0.0137036, 0.00555994, 0.00654015, 0.00421769, 0.00120806, 0.0056371, 0.000682963, 0.00388188, 0.00340565, 0.00112518, 0.000645049, 0.00060503, 0.00522461, 0.00888485, 0.00122317, 0.00173097, 0.00116342
30, 183, 0.0103627, 0.00596899, 0.00629368, 0.00491642, 0.00558556, 0.00533402, 0.00394824, 0.00495662, 0.00288474, 0.00212072, 0.00263513, 0.00643691, 0.00398499, 0.00975915, 0.0113392, 0.0042906, 0.00489721, 0.00556844, 0.0148808, 0.0043077, 0.0152674, 0.00578618, 0.00676955, 0.0036142, 0.0016659, 0.00500731, 0.000607689, 0.00406444, 0.0035797, 0.00120424, 0.00058992, 0.000681759, 0.00544149, 0.00964395, 0.00135724, 0.00170484, 0.00130689
31, 191, 0.010492, 0.00611997, 0.00650367, 0.00505469, 0.00535624, 0.00533136, 0.00379838, 0.00475632, 0.00272308, 0.00206766, 0.00280353, 0.0060746, 0.00414022, 0.00996121, 0.0112309, 0.00423509, 0.00514183, 0.00584595, 0.016092, 0.00437278, 0.0168498, 0.00600948, 0.00699324, 0.003047, 0.00217784, 0.00440986, 0.000909338, 0.00422386, 0.00376333, 0.00128519, 0.000524376, 0.000762754, 0.00561743, 0.0104255, 0.00149026, 0.00165809, 0.00145147
32, 199, 0.0105581, 0.00629484, 0.00665462, 0.00519969, 0.00513314, 0.00532061, 0.00366554, 0.00456657, 0.00256855, 0.00201394, 0.00308022, 0.00569619, 0.00428839, 0.0101472, 0.0111132, 0.00417573, 0.005374, 0.00609568, 0.0172393, 0.004463, 0.0184423, 0.00622208, 0.00720454, 0.00252436, 0.0027106, 0.00383921, 0.00137761, 0.00437309, 0.00396866, 0.00136861, 0.000446381, 0.000848983, 0.00576385, 0.0112334, 0.00161894, 0.0015902, 0.00159307
33, 200, 0.0105611, 0.0064987, 0.00674929, 0.00536458, 0.00492167, 0.00529736, 0.00355204, 0.00438959, 0.00241798, 0.00196047, 0.00344147, 0.00530109, 0.0044279, 0.0103116, 0.0109903, 0.00411496, 0.0056131, 0.00633562, 0.018319, 0.00457742, 0.0200295, 0.00642749, 0.00740903, 0.00205896, 0.00324153, 0.0032993, 0.00188342, 0.00452472, 0.00420374, 0.00145403, 0.000355426, 0.000940307, 0.00589701, 0.0120637, 0.00174728, 0.0014959, 0.00173537
34, 200, 0.0104925, 0.00672517, 0.00678465, 0.00555161, 0.00471627, 0.00524876, 0.00345466, 0.00422541, 0.00226745, 0.00190692, 0.00385787, 0.00489747, 0.00455856, 0.010453, 0.0108647, 0.00405378, 0.00588704, 0.00660379, 0.0193394, 0.00470464, 0.021593, 0.00664385, 0.00761885, 0.00169385, 0.00376414, 0.0028159, 0.00238672, 0.00468934, 0.00447336, 0.00153967, 0.000253672, 0.00103572, 0.00603572, 0.0129037, 0.00188546, 0.00136647, 0.00188801
35, 200, 0.0103418, 0.00696118, 0.00675839, 0.0057554, 0.0045044, 0.00515714, 0.00336557, 0.00406912, 0.00211713, 0.0018532, 0.00430199, 0.00450544, 0.00468075, 0.0105718, 0.0107401, 0.00399363, 0.00621803, 0.00693463, 0.0203168, 0.00483646, 0.023117, 0.00689454, 0.00785093, 0.0014905, 0.00429149, 0.00242676, 0.00288731, 0.00487807, 0.00478348, 0.00162361, 0.000155398, 0.00113441, 0.00620241, 0.0137488, 0.0020431, 0.00119628, 0.00205959
36, 200, 0.010107, 0.00719664, 0.00667454, 0.00597232, 0.00427838, 0.00501873, 0.00327756, 0.00391445, 0.00197224, 0.00179991, 0.00474986, 0.00414903, 0.00479288, 0.0106678, 0.0106221, 0.0039372, 0.00661456, 0.00734554, 0.0212763, 0.0049759, 0.0245954, 0.00719785, 0.00812412, 0.00147564, 0.00484893, 0.00215955, 0.00340344, 0.00510517, 0.00514375, 0.00170499, 0.000149257, 0.00123672, 0.00642031, 0.014614, 0.00222325, 0.000985575, 0.00225306
37, 200, 0.00979885, 0.00742992, 0.00654068, 0.00620388, 0.00404201, 0.00484841, 0.00318935, 0.00376131, 0.00183822, 0.00174808, 0.00518385, 0.00384657, 0.00489293, 0.0107413, 0.0105163, 0.00388727, 0.00707722, 0.00783695, 0.0222401, 0.00513673, 0.026036, 0.0075598, 0.0084545, 0.00160864, 0.00545504, 0.00201586, 0.00395259, 0.00538797, 0.00556539, 0.0017853, 0.000289007, 0.00134445, 0.00670668, 0.0155247, 0.00242396, 0.000738986, 0.00246569
38, 200, 0.00943743, 0.00766764, 0.00636544, 0.00645606, 0.00380694, 0.00467196, 0.00310553, 0.00361703, 0.00171555, 0.00169812, 0.00559533, 0.00360566, 0.00498216, 0.010796, 0.0104274, 0.00384548, 0.00761026, 0.008399, 0.0232143, 0.0053423, 0.0274502, 0.00797123, 0.00885099, 0.00182183, 0.00609799, 0.00196934, 0.0045343, 0.00574491, 0.00605853, 0.00186871, 0.000493054, 0.00146159, 0.00706992, 0.0165, 0.00264132, 0.000462675, 0.0026938
39, 200, 0.00905073, 0.00792625, 0.00616328, 0.00674299, 0.00358776, 0.00452367, 0.00303268, 0.00348978, 0.00160154, 0.00165016, 0.00598178, 0.00341843, 0.0050647, 0.0108385, 0.0103586, 0.00381249, 0.00822529, 0.0090197, 0.024185, 0.00561885, 0.0288366, 0.00841634, 0.00931566, 0.00205428, 0.00671959, 0.00198163, 0.00512026, 0.00619267, 0.00663054, 0.00196077, 0.000742317, 0.00159349, 0.00751103, 0.0175381, 0.00287336, 0.000176419, 0.00293531
40, 200, 0.00867176, 0.00822956, 0.00595585, 0.00708595, 0.00339751, 0.00443813, 0.00297628, 0.00338374, 0.00149679, 0.00160561, 0.00634333, 0.0032668, 0.00514414, 0.0108758, 0.0103102, 0.00378807, 0.00892798, 0.00968565, 0.0251238, 0.00598581, 0.0301869, 0.00888706, 0.00984385, 0.00225132, 0.00723656, 0.00202188, 0.00566685, 0.00674048, 0.00728414, 0.00206699, 0.00103543, 0.00174469, 0.00802593, 0.018616, 0.00312074, 0.000235224, 0.00319075
41, 200, 0.00832408, 0.00859404, 0.00575996, 0.00749927, 0.00324054, 0.00443268, 0.00293871, 0.00329841, 0.00140642, 0.00156728, 0.00668178, 0.00313873, 0.00522077, 0.0109123, 0.0102793, 0.00377086, 0.00970432, 0.0103823, 0.0260064, 0.00644582, 0.0315021, 0.00938956, 0.0104247, 0.00237769, 0.00760067, 0.00207451, 0.00614672, 0.00738245, 0.00801301, 0.00219121, 0.0013688, 0.00191768, 0.00860814, 0.0197019, 0.00338613, 0.000594164, 0.00346242
42, 200, 0.00801141, 0.00901732, 0.00557744, 0.00797908, 0.00310962, 0.00450363, 0.00291803, 0.00323273, 0.00133374, 0.00153669, 0.00699853, 0.00303986, 0.00529227, 0.010948, 0.01026, 0.00375855, 0.0105281, 0.0111037, 0.0268302, 0.00697988, 0.0327936, 0.00993739, 0.0110477, 0.00243836, 0.0078401, 0.00213771, 0.0065683, 0.00809814, 0.00880244, 0.00233449, 0.00173545, 0.00211129, 0.00925187, 0.0207721, 0.00367323, 0.000998708, 0.0037532
43, 200, 0.00772295, 0.00948284, 0.0053984, 0.00850723, 0.00299309, 0.00464127, 0.00290859, 0.00318911, 0.00127459, 0.0015116, 0.00729241, 0.00299064, 0.00535621, 0.0109798, 0.0102453, 0.00374804, 0.0113774, 0.0118542, 0.0276123, 0.00755717, 0.0340689, 0.0105405, 0.0117077, 0.00247051, 0.00803857, 0.00221833, 0.00696743, 0.00886497, 0.00963855, 0.00249428, 0.00212914, 0.00232215, 0.00995391, 0.0218198, 0.00398516, 0.00143793, 0.00406613
44, 200, 0.00744552, 0.00997081, 0.00521015, 0.00906227, 0.00288507, 0.00483936, 0.00290315, 0.00317221, 0.0012194, 0.00148671, 0.00755954, 0.00301335, 0.00541113, 0.011005, 0.0102291, 0.00373634, 0.0122387, 0.0126386, 0.0283664, 0.00815033, 0.0353152, 0.0111994, 0.0124023, 0.00251515, 0.00827665, 0.00232369, 0.00738061, 0.00966966, 0.0105146, 0.0026654, 0.00254842, 0.0025456, 0.010713, 0.0228499, 0.00432403, 0.00191306, 0.00440377
45, 200, 0.00717266, 0.0104655, 0.0050039, 0.00962533, 0.00278892, 0.00508752, 0.00289505, 0.00318262, 0.00116097, 0.0014571, 0.00779552, 0.00311904, 0.00545539, 0.0110224, 0.0102082, 0.003722, 0.0131038, 0.013454, 0.0290853, 0.00874283, 0.0364999, 0.0119065, 0.0131255, 0.00259609, 0.00859311, 0.00245778, 0.00782294, 0.0105086, 0.0114286, 0.0028414, 0.00299574, 0.00277716, 0.0115258, 0.0238652, 0.00469058, 0.0024281, 0.00476808
46, 200, 0.00690752, 0.0109574, 0.00477758, 0.0101823, 0.00271515, 0.00536618, 0.00287904, 0.00321158, 0.0010995, 0.00142065, 0.00799868, 0.00330445, 0.0054865, 0.011032, 0.0101824, 0.00370519, 0.0139697, 0.01429, 0.0297495, 0.00933291, 0.0375838, 0.0126449, 0.0138668, 0.00271707, 0.00899037, 0.00261825, 0.0082891, 0.0113836, 0.0123804, 0.00301802, 0.00347569, 0.00301457, 0.0123833, 0.0248627, 0.00508365, 0.00298404, 0.00515828
47, 200, 0.00665918, 0.0114435, 0.0045349, 0.0107247, 0.00267894, 0.00565685, 0.00285213, 0.00324412, 0.00104099, 0.00137813, 0.00817344, 0.00356056, 0.00550067, 0.0110329, 0.0101505, 0.00368575, 0.0148365, 0.0151305, 0.0303409, 0.00993016, 0.0385322, 0.0133881, 0.0146128, 0.00286908, 0.00945683, 0.00280078, 0.00877131, 0.0122965, 0.0133672, 0.00319699, 0.00399538, 0.0032602, 0.0132692, 0.0258368, 0.00549834, 0.00357432, 0.00557016
48, 200, 0.00643952, 0.0119289, 0.0042866, 0.0112547, 0.00269657, 0.00595607, 0.00281435, 0.00326981, 0.000992469, 0.00133138, 0.00832912, 0.00387906, 0.00549279, 0.0110232, 0.010108, 0.00366189, 0.0157041, 0.0159583, 0.0308442, 0.0105501, 0.0393276, 0.0141108, 0.01535, 0.00304186, 0.00997124, 0.00300206, 0.00926771, 0.0132456, 0.0143814, 0.00338611, 0.00456304, 0.00352117, 0.0141652, 0.0267794, 0.00592729, 0.00418685, 0.00599699
49, 200, 0.00626203, 0.0124251, 0.00405705, 0.0117841, 0.00277954, 0.00627864, 0.00276799, 0.00329302, 0.000959756, 0.00128125, 0.00847358, 0.00424691, 0.00546043, 0.0110017, 0.0100502, 0.00363202, 0.0165715, 0.0167672, 0.0312508, 0.0112022, 0.0399761, 0.0148109, 0.016073, 0.00323282, 0.0104937, 0.00322594, 0.00977192, 0.0142205, 0.0154082, 0.00359439, 0.00518183, 0.00380371, 0.015058, 0.0276765, 0.00636583, 0.00481098, 0.00643416
50, 200, 0.00612859, 0.0129492, 0.0038683, 0.0123334, 0.00292828, 0.00664307, 0.00271614, 0.00333156, 0.000949186, 0.00122782, 0.0086087, 0.00464181, 0.00540666, 0.0109687, 0.00998099, 0.00359812, 0.0174377, 0.0175685, 0.0315659, 0.0118813, 0.040502, 0.0155128, 0.0167892, 0.00345317, 0.0109694, 0.00348537, 0.010262, 0.0152034, 0.0164302, 0.00382761, 0.00584539, 0.00410989, 0.0159439, 0.0285105, 0.00681538, 0.00544227, 0.00688226
