0,-0.00045825,0.00078655,0.95443,-0.024353,0.18127,0.059074,-0.086456,-0.2743,-0.14299,0.070067,0.21373,0.021811,0.099271,-0.18098,-0.054989,0.074321,-0.33653,0.2006,-0.03234,0.31203,0.076466,-0.10995,-0.17698,-0.23499,0.037894,-0.14052,-0.023505,-0.004722,0.086486,-0.031726,0.0069852,-0.053736,0.093084,-0.11417,-0.14784,0.60077,-0.15732,-0.44139,1.4544,0.094065,-0.23495,0.03947,0.063004,-0.18886,-0.75913,0.14395,-0.4596,-1.5041,-0.090248,0.029882,0.031026
0.02,-0.00063149,0.00081251,0.95441,-0.024411,0.1809,0.059803,-0.086912,-0.27482,-0.14149,0.071101,0.21559,0.022357,0.097916,-0.18283,-0.057654,0.074341,-0.3367,0.19975,-0.03272,0.31259,0.076152,-0.1097,-0.17704,-0.23469,0.037429,-0.13816,-0.023543,-0.0048041,0.085152,-0.031722,0.0086864,-0.032245,0.090981,-0.11365,-0.14683,0.59841,-0.15506,-0.4382,1.4579,0.093628,-0.23571,0.039834,0.063629,-0.18983,-0.76126,0.14408,-0.45849,-1.5025,-0.090359,0.029864,0.031051
0.04,-0.0008172,0.00082356,0.9544,-0.024575,0.18052,0.060422,-0.087133,-0.27537,-0.13966,0.072024,0.21741,0.02287,0.096682,-0.18469,-0.060532,0.074471,-0.33685,0.19892,-0.033022,0.31309,0.075926,-0.10958,-0.17711,-0.23437,0.037085,-0.13567,-0.023579,-0.0047583,0.083635,-0.031704,0.0098669,-0.0067164,0.088,-0.11311,-0.14592,0.59662,-0.1533,-0.43516,1.4604,0.093322,-0.23633,0.040116,0.064072,-0.19064,-0.76205,0.1439,-0.45749,-1.502,-0.090312,0.029791,0.031019
0.06,-0.0010349,0.00081782,0.9544,-0.024851,0.18013,0.060867,-0.087044,-0.27602,-0.1373,0.072767,0.21924,0.023377,0.095592,-0.18654,-0.063752,0.074711,-0.33699,0.198,-0.033235,0.31355,0.075841,-0.10958,-0.17722,-0.2339,0.036799,-0.13293,-0.023647,-0.0044019,0.081925,-0.031658,0.010348,0.024398,0.083925,-0.11262,-0.1452,0.59559,-0.15235,-0.43256,1.4613,0.093213,-0.23671,0.040266,0.064108,-0.19123,-0.76033,0.14323,-0.4567,-1.5037,-0.089945,0.029624,0.030878
0.08,-0.0013135,0.00080428,0.95439,-0.025181,0.17973,0.061129,-0.08671,-0.27686,-0.13439,0.073294,0.22118,0.023982,0.094587,-0.18833,-0.067364,0.07498,-0.33722,0.19672,-0.033409,0.31409,0.075901,-0.10964,-0.17742,-0.23303,0.036414,-0.12981,-0.023803,-0.00358,0.080218,-0.03158,0.010285,0.060351,0.07914,-0.11233,-0.14477,0.59512,-0.15231,-0.43085,1.4609,0.093282,-0.23681,0.040277,0.063549,-0.19174,-0.7553,0.142,-0.45625,-1.5081,-0.089133,0.029351,0.03059
0.1,-0.0016823,0.00079141,0.95437,-0.025524,0.1793,0.061241,-0.086208,-0.27795,-0.13107,0.073592,0.22335,0.024818,0.093601,-0.19001,-0.071369,0.075213,-0.33761,0.19483,-0.033589,0.31482,0.07608,-0.10966,-0.17776,-0.23153,0.035898,-0.12623,-0.024064,-0.0023276,0.078849,-0.03148,0.0099768,0.099372,0.074226,-0.11233,-0.14478,0.59471,-0.15306,-0.4305,1.4597,0.093444,-0.23669,0.040193,0.062426,-0.19233,-0.7469,0.14031,-0.45636,-1.5151,-0.087889,0.029,0.030166
0.12,-0.0021654,0.000781,0.95434,-0.025872,0.17885,0.061235,-0.085591,-0.27932,-0.12753,0.073687,0.22577,0.025997,0.092571,-0.19155,-0.075736,0.075398,-0.33826,0.19228,-0.033798,0.31582,0.076344,-0.10958,-0.17822,-0.22935,0.035408,-0.12212,-0.024374,-0.00091938,0.0782,-0.031374,0.0097397,0.13952,0.069692,-0.11254,-0.14543,0.59363,-0.15429,-0.43176,1.4586,0.093572,-0.23646,0.040084,0.06107,-0.19322,-0.73605,0.13841,-0.45735,-1.5237,-0.086406,0.028631,0.029675
0.14,-0.0027798,0.00076998,0.9543,-0.02621,0.17843,0.061116,-0.084933,-0.281,-0.12401,0.073658,0.22838,0.02757,0.091445,-0.19291,-0.080394,0.075537,-0.33923,0.18919,-0.034038,0.3171,0.076669,-0.10938,-0.17874,-0.22657,0.035134,-0.11748,-0.024624,0.00027944,0.078592,-0.03126,0.0098825,0.17895,0.065897,-0.11283,-0.14691,0.59121,-0.15561,-0.43466,1.4583,0.093541,-0.23622,0.040018,0.059981,-0.19455,-0.7245,0.1367,-0.45954,-1.5322,-0.085006,0.028314,0.029219
0.16,-0.0035372,0.0007521,0.95424,-0.026499,0.17814,0.060847,-0.084333,-0.28306,-0.12073,0.073607,0.23112,0.029536,0.090187,-0.19409,-0.085213,0.075632,-0.34059,0.18589,-0.034299,0.31858,0.077008,-0.10906,-0.17923,-0.22336,0.035112,-0.11233,-0.02472,0.0010642,0.080163,-0.031099,0.010648,0.21609,0.062981,-0.1131,-0.14935,0.58727,-0.15676,-0.43898,1.4593,0.093291,-0.236,0.040022,0.059567,-0.19641,-0.71424,0.1356,-0.46305,-1.5387,-0.083996,0.028098,0.028894
0.18,-0.0044472,0.00071712,0.95418,-0.026706,0.17816,0.060361,-0.083845,-0.28565,-0.11783,0.073593,0.23392,0.031859,0.088786,-0.19505,-0.090015,0.075731,-0.34245,0.18288,-0.034566,0.32017,0.077244,-0.10866,-0.17961,-0.21999,0.035175,-0.10662,-0.024627,0.0015286,0.082789,-0.030824,0.012125,0.24981,0.060873,-0.11343,-0.15272,0.58257,-0.15781,-0.44442,1.4611,0.092867,-0.2358,0.04008,0.059947,-0.19877,-0.70674,0.13546,-0.46768,-1.5423,-0.083543,0.027997,0.028747
0.2,-0.0055225,0.000654,0.95411,-0.026849,0.17868,0.059604,-0.083444,-0.28894,-0.11536,0.073619,0.2367,0.034488,0.087249,-0.19571,-0.094621,0.075935,-0.34497,0.18069,-0.034822,0.3218,0.077209,-0.10819,-0.17979,-0.21672,0.0351,-0.1003,-0.024384,0.001954,0.086106,-0.030383,0.014197,0.27953,0.059415,-0.114,-0.1569,0.57869,-0.15918,-0.45058,1.4622,0.092407,-0.23562,0.040154,0.060973,-0.20156,-0.70262,0.13636,-0.47302,-1.5424,-0.083638,0.027999,0.028773
0.22,-0.0067815,0.00055936,0.95405,-0.026969,0.17993,0.058586,-0.083086,-0.29318,-0.11338,0.07365,0.23941,0.03735,0.085593,-0.19597,-0.098859,0.076331,-0.34837,0.17964,-0.035063,0.32344,0.076765,-0.10765,-0.17971,-0.21374,0.03478,-0.093278,-0.024071,0.0025626,0.089645,-0.029789,0.016583,0.30506,0.058522,-0.11498,-0.16178,0.57738,-0.16138,-0.457,1.4609,0.092076,-0.23547,0.040205,0.062406,-0.20464,-0.70174,0.1382,-0.47853,-1.5396,-0.084162,0.028075,0.028932
0.24,-0.0082479,0.00044123,0.954,-0.027102,0.18216,0.057379,-0.082782,-0.29859,-0.11199,0.073665,0.24204,0.040347,0.083853,-0.19573,-0.10256,0.076935,-0.35291,0.17971,-0.035303,0.32508,0.075879,-0.107,-0.1793,-0.21111,0.034278,-0.085552,-0.023768,0.0033765,0.093012,-0.029124,0.01895,0.32648,0.058205,-0.11638,-0.16734,0.5798,-0.16477,-0.46318,1.4561,0.092005,-0.23539,0.040199,0.064092,-0.20792,-0.70364,0.14073,-0.48385,-1.5345,-0.08499,0.028212,0.029188
