0.0000000000000000e+00, 3.5286000000000001e-01, 1.1771000000000000e-01, -7.9710000000000007e-03, 2.5739999999999999e-02, 9.5957999999999999e-01, 2.3299000000000000e-01, -2.7511999999999998e-01, 1.3123000000000001e-01, -1.4090000000000000e-01, -2.8126000000000001e-01, 1.9067999999999999e-01, -1.9550999999999999e-01, -1.1790000000000000e-01, 8.9706999999999995e-02, 4.3247999999999998e-01, -2.5702000000000003e-01, -3.4339999999999998e-01, 7.6103000000000004e-02, -3.7130999999999997e-01, -2.0832999999999999e-01, 5.8150000000000000e-02
2.0000000000000000e-02, 3.5285000000000000e-01, 1.1771000000000000e-01, -7.9726999999999992e-03, 2.6145999999999999e-02, 9.5960999999999996e-01, 2.3269999999999999e-01, -2.7556000000000003e-01, 1.3358999999999999e-01, -1.4219000000000001e-01, -2.8134999999999999e-01, 1.9214000000000001e-01, -1.9611000000000001e-01, -1.1673000000000000e-01, 8.8438000000000003e-02, 4.3286999999999998e-01, -2.5597999999999999e-01, -3.4793000000000002e-01, 7.5701000000000004e-02, -3.6638999999999999e-01, -2.1254999999999999e-01, 5.8453999999999999e-02
4.0000000000000001e-02, 3.5285000000000000e-01, 1.1771000000000000e-01, -7.9825999999999994e-03, 2.6504000000000000e-02, 9.5962000000000003e-01, 2.3247999999999999e-01, -2.7622000000000002e-01, 1.3614999999999999e-01, -1.4355999999999999e-01, -2.8166999999999998e-01, 1.9381000000000001e-01, -1.9678000000000001e-01, -1.1533000000000000e-01, 8.7023000000000003e-02, 4.3307000000000001e-01, -2.5470999999999999e-01, -3.5233999999999999e-01, 7.5334999999999999e-02, -3.6116999999999999e-01, -2.1737000000000001e-01, 5.8853999999999997e-02
5.9999999999999998e-02, 3.5285000000000000e-01, 1.1771000000000000e-01, -7.9775999999999996e-03, 2.6773000000000002e-02, 9.5962000000000003e-01, 2.3241000000000001e-01, -2.7727000000000002e-01, 1.3899000000000000e-01, -1.4505000000000001e-01, -2.8240999999999999e-01, 1.9581999999999999e-01, -1.9757000000000000e-01, -1.1359000000000000e-01, 8.5386000000000004e-02, 4.3297999999999998e-01, -2.5324999999999998e-01, -3.5639999999999999e-01, 7.5012999999999996e-02, -3.5565000000000002e-01, -2.2281000000000001e-01, 5.9380000000000002e-02
8.0000000000000002e-02, 3.5287000000000002e-01, 1.1771000000000000e-01, -7.9465000000000004e-03, 2.6912999999999999e-02, 9.5959000000000005e-01, 2.3258000000000001e-01, -2.7881000000000000e-01, 1.4208000000000001e-01, -1.4659000000000000e-01, -2.8373999999999999e-01, 1.9825999999999999e-01, -1.9849000000000000e-01, -1.1142000000000001e-01, 8.3514000000000005e-02, 4.3264999999999998e-01, -2.5183000000000000e-01, -3.5980000000000001e-01, 7.4720999999999996e-02, -3.5009000000000001e-01, -2.2847999999999999e-01, 5.9977999999999997e-02
1.0000000000000001e-01, 3.5288999999999998e-01, 1.1771000000000000e-01, -7.9141999999999997e-03, 2.6891000000000002e-02, 9.5953999999999995e-01, 2.3305000000000001e-01, -2.8094000000000002e-01, 1.4535000000000001e-01, -1.4809000000000000e-01, -2.8577999999999998e-01, 2.0116000000000001e-01, -1.9949000000000000e-01, -1.0878000000000000e-01, 8.1437999999999997e-02, 4.3218000000000001e-01, -2.5073000000000001e-01, -3.6226999999999998e-01, 7.4442999999999995e-02, -3.4478999999999999e-01, -2.3390000000000000e-01, 6.0543000000000000e-02
1.2000000000000000e-01, 3.5289999999999999e-01, 1.1771000000000000e-01, -7.9126999999999999e-03, 2.6674000000000000e-02, 9.5947000000000005e-01, 2.3388000000000000e-01, -2.8371000000000002e-01, 1.4874999999999999e-01, -1.4948000000000000e-01, -2.8858000000000000e-01, 2.0444999999999999e-01, -2.0050000000000001e-01, -1.0557000000000000e-01, 7.9211000000000004e-02, 4.3162000000000000e-01, -2.5019000000000002e-01, -3.6368000000000000e-01, 7.4173000000000003e-02, -3.3998000000000000e-01, -2.3879000000000000e-01, 6.0972999999999999e-02
1.4000000000000001e-01, 3.5289999999999999e-01, 1.1771000000000000e-01, -7.9377000000000007e-03, 2.6238000000000001e-02, 9.5938999999999997e-01, 2.3511000000000001e-01, -2.8714000000000001e-01, 1.5221000000000001e-01, -1.5068000000000001e-01, -2.9215000000000002e-01, 2.0799000000000001e-01, -2.0138000000000000e-01, -1.0173000000000000e-01, 7.6900999999999997e-02, 4.3092000000000003e-01, -2.5033000000000000e-01, -3.6407000000000000e-01, 7.3905999999999999e-02, -3.3581000000000000e-01, -2.4307000000000001e-01, 6.1205000000000002e-02
1.6000000000000000e-01, 3.5289999999999999e-01, 1.1770000000000000e-01, -7.9583999999999992e-03, 2.5555999999999999e-02, 9.5930000000000004e-01, 2.3674999999999999e-01, -2.9127999999999998e-01, 1.5569000000000000e-01, -1.5160999999999999e-01, -2.9643999999999998e-01, 2.1163000000000001e-01, -2.0202000000000001e-01, -9.7141000000000005e-02, 7.4578000000000005e-02, 4.2992000000000002e-01, -2.5123000000000001e-01, -3.6362000000000000e-01, 7.3643000000000000e-02, -3.3235999999999999e-01, -2.4676999999999999e-01, 6.1224000000000001e-02
1.7999999999999999e-01, 3.5288999999999998e-01, 1.1770000000000000e-01, -7.9597999999999995e-03, 2.4604999999999998e-02, 9.5921999999999996e-01, 2.3882999999999999e-01, -2.9614000000000001e-01, 1.5915000000000001e-01, -1.5218000000000001e-01, -3.0143999999999999e-01, 2.1518000000000001e-01, -2.0230999999999999e-01, -9.1718999999999995e-02, 7.2331999999999994e-02, 4.2847000000000002e-01, -2.5292999999999999e-01, -3.6259000000000002e-01, 7.3372000000000007e-02, -3.2973999999999998e-01, -2.4993000000000001e-01, 6.1051000000000001e-02
2.0000000000000001e-01, 3.5288999999999998e-01, 1.1770000000000000e-01, -7.9492999999999994e-03, 2.3358000000000000e-02, 9.5916000000000001e-01, 2.4138000000000001e-01, -3.0180000000000001e-01, 1.6256999999999999e-01, -1.5235000000000001e-01, -3.0714999999999998e-01, 2.1856000000000000e-01, -2.0218000000000000e-01, -8.5426000000000002e-02, 7.0250999999999994e-02, 4.2647000000000002e-01, -2.5546000000000002e-01, -3.6127999999999999e-01, 7.3069999999999996e-02, -3.2806999999999997e-01, -2.5257000000000002e-01, 6.0713000000000003e-02
2.2000000000000000e-01, 3.5288000000000003e-01, 1.1770000000000000e-01, -7.9384999999999994e-03, 2.1791999999999999e-02, 9.5911999999999997e-01, 2.4450000000000000e-01, -3.0837999999999999e-01, 1.6597000000000001e-01, -1.5209000000000000e-01, -3.1369000000000002e-01, 2.2175000000000000e-01, -2.0161999999999999e-01, -7.8284999999999993e-02, 6.8387000000000003e-02, 4.2397000000000001e-01, -2.5880999999999998e-01, -3.5997000000000001e-01, 7.2706999999999994e-02, -3.2741999999999999e-01, -2.5470999999999999e-01, 6.0241000000000003e-02
2.3999999999999999e-01, 3.5288000000000003e-01, 1.1770000000000000e-01, -7.9465999999999998e-03, 1.9879999999999998e-02, 9.5909999999999995e-01, 2.4833000000000000e-01, -3.1608999999999998e-01, 1.6941000000000001e-01, -1.5145000000000000e-01, -3.2128000000000001e-01, 2.2481999999999999e-01, -2.0065000000000000e-01, -7.0365999999999998e-02, 6.6700999999999996e-02, 4.2104999999999998e-01, -2.6290000000000002e-01, -3.5893999999999998e-01, 7.2267999999999999e-02, -3.2780999999999999e-01, -2.5639000000000001e-01, 5.9665000000000003e-02
2.6000000000000001e-01, 3.5288000000000003e-01, 1.1770000000000000e-01, -8.0006999999999995e-03, 1.7596000000000001e-02, 9.5909999999999995e-01, 2.5311000000000000e-01, -3.2527000000000000e-01, 1.7302999999999999e-01, -1.5048000000000000e-01, -3.3023000000000002e-01, 2.2789000000000001e-01, -1.9930999999999999e-01, -6.1767000000000002e-02, 6.5071000000000004e-02, 4.1781000000000001e-01, -2.6762999999999998e-01, -3.5846000000000000e-01, 7.1759000000000003e-02, -3.2917000000000002e-01, -2.5770999999999999e-01, 5.9020999999999997e-02
2.8000000000000003e-01, 3.5288999999999998e-01, 1.1768000000000001e-01, -8.1090999999999993e-03, 1.4910000000000000e-02, 9.5909000000000000e-01, 2.5907999999999998e-01, -3.3628999999999998e-01, 1.7702999999999999e-01, -1.4929000000000001e-01, -3.4089999999999998e-01, 2.3108000000000001e-01, -1.9764000000000001e-01, -5.2609000000000003e-02, 6.3357999999999998e-02, 4.1420000000000001e-01, -2.7289000000000002e-01, -3.5871999999999998e-01, 7.1199999999999999e-02, -3.3146999999999999e-01, -2.5880999999999998e-01, 5.8337000000000000e-02
