12.4,0.37426,0.11776,-0.0074907
12.42,0.37424,0.11778,-0.0073584
12.44,0.37422,0.1178,-0.0072292
12.46,0.37421,0.11782,-0.0071591
12.48,0.3742,0.11781,-0.0071732
12.5,0.3742,0.1178,-0.0072498
12.52,0.37421,0.11779,-0.007338
12.54,0.37421,0.11779,-0.0073886
12.56,0.37422,0.11779,-0.0073784
12.58,0.37422,0.11779,-0.0073224
12.6,0.37421,0.1178,-0.0072583
12.62,0.37421,0.1178,-0.0072149
12.64,0.3742,0.1178,-0.0071981
12.66,0.3742,0.1178,-0.0072086
12.68,0.37419,0.1178,-0.0072507
12.7,0.3742,0.11779,-0.0073184
12.72,0.37421,0.11777,-0.0073935
12.74,0.37423,0.11776,-0.0074596
12.76,0.37425,0.11775,-0.007513
12.78,0.37426,0.11774,-0.0075567
12.8,0.37427,0.11773,-0.0075897
12.82,0.37428,0.11773,-0.0076036
12.84,0.37429,0.11773,-0.0075782
12.86,0.3743,0.11774,-0.0074931
12.88,0.37429,0.11776,-0.0073591
12.9,0.37427,0.11778,-0.0072278
12.92,0.37425,0.11779,-0.0071533
12.94,0.37424,0.11779,-0.0071521
12.96,0.37422,0.11779,-0.0072083
12.98,0.37422,0.11777,-0.0073053
13,0.37421,0.11775,-0.0074341
13.02,0.37422,0.11773,-0.0075786
13.04,0.37423,0.11771,-0.0077088
13.06,0.37425,0.11769,-0.0077903
13.08,0.37427,0.11769,-0.0077965
13.1,0.37429,0.11771,-0.0077235
13.12,0.3743,0.11772,-0.0075974
13.14,0.37431,0.11774,-0.0074591
13.16,0.37431,0.11776,-0.0073452
13.18,0.3743,0.11778,-0.0072815
13.2,0.37428,0.11778,-0.0072809
13.22,0.37426,0.11778,-0.0073356
13.24,0.37423,0.11777,-0.0074163
13.26,0.37422,0.11776,-0.0074931
13.28,0.37421,0.11775,-0.0075597
13.3,0.37422,0.11774,-0.0076146
13.32,0.37424,0.11774,-0.0076389
13.34,0.37426,0.11774,-0.0076184
13.36,0.37427,0.11775,-0.0075608
13.38,0.37427,0.11777,-0.0074822
13.4,0.37426,0.11778,-0.0074037
13.42,0.37425,0.11779,-0.0073492
13.44,0.37423,0.11779,-0.0073257
13.46,0.37421,0.11779,-0.0073188
13.48,0.37419,0.11779,-0.0073224
13.5,0.3742,0.11779,-0.0073477
13.52,0.37422,0.11778,-0.0073939
13.54,0.37426,0.11778,-0.0074356
13.56,0.37429,0.11777,-0.0074522
13.58,0.3743,0.11777,-0.0074487
13.6,0.3743,0.11777,-0.0074439
13.62,0.37429,0.11777,-0.0074462
13.64,0.37427,0.11777,-0.0074438
13.66,0.37425,0.11778,-0.0074162
13.68,0.37424,0.11779,-0.0073563
13.7,0.37424,0.1178,-0.0072757
13.72,0.37425,0.11781,-0.0071882
13.74,0.37425,0.11782,-0.0070996
13.76,0.37426,0.11783,-0.0070162
13.78,0.37427,0.11784,-0.0069408
13.8,0.37428,0.11785,-0.0068697
13.82,0.37429,0.11786,-0.0068115
13.84,0.37429,0.11786,-0.006792
13.86,0.37428,0.11785,-0.0068326
13.88,0.37427,0.11783,-0.0069353
13.9,0.37425,0.11781,-0.0070792
13.92,0.37423,0.11779,-0.0072303
13.94,0.37423,0.11777,-0.0073682
13.96,0.37423,0.11775,-0.0074998
13.98,0.37425,0.11773,-0.0076409
14,0.37425,0.1177,-0.0077866
14.02,0.37425,0.11768,-0.0079075
14.04,0.37424,0.11767,-0.0079702
14.06,0.37423,0.11768,-0.0079539
14.08,0.37422,0.11769,-0.0078599
14.1,0.3742,0.11771,-0.0077114
14.12,0.37419,0.11774,-0.0075428
14.14,0.37419,0.11776,-0.0073893
14.16,0.37419,0.11777,-0.007282
14.18,0.37418,0.11778,-0.007237
14.2,0.37417,0.11778,-0.0072461
14.22,0.37417,0.11778,-0.0072759
14.24,0.37416,0.11778,-0.007283
14.26,0.37417,0.11779,-0.0072358
14.28,0.37419,0.1178,-0.0071346
14.3,0.37422,0.11782,-0.0070247
14.32,0.37425,0.11783,-0.0069756
14.34,0.37427,0.11782,-0.0070459
14.36,0.37427,0.11779,-0.0072663
14.38,0.37426,0.11773,-0.0076286
14.4,0.37423,0.11766,-0.0080726
14.42,0.3742,0.11758,-0.0084882
14.44,0.37415,0.11751,-0.0087442
14.46,0.37406,0.11748,-0.008713
14.48,0.37388,0.11755,-0.0082913
14.5,0.37351,0.11778,-0.0074471
14.52,0.37284,0.11824,-0.0062548
14.54,0.37175,0.11904,-0.0048691
14.56,0.37012,0.12028,-0.0035029
14.58,0.3679,0.12208,-0.002373
14.6,0.36505,0.12456,-0.0015495
14.62,0.36159,0.12782,-0.00097965
14.64,0.35755,0.1319,-0.00065398
14.66,0.35302,0.13685,-0.00048468
14.68,0.34805,0.14269,-0.00018006
14.7,0.34271,0.14941,0.00048767
14.72,0.33707,0.15697,0.0014961
14.74,0.33118,0.16532,0.0027124
14.76,0.32511,0.17437,0.003996
14.78,0.31892,0.18407,0.0052074
14.8,0.31269,0.19435,0.0062541
14.82,0.30651,0.20518,0.0070952
14.84,0.30043,0.21651,0.0077175
14.86,0.29447,0.22833,0.0081875
14.88,0.28864,0.24062,0.0086591
14.9,0.28296,0.25336,0.0092043
14.92,0.27749,0.26648,0.0097469
14.94,0.27225,0.27995,0.01031
14.96,0.26719,0.29377,0.011096
14.98,0.26227,0.30791,0.012176
15,0.25743,0.3223,0.013339
15.02,0.25273,0.33686,0.014314
15.04,0.24822,0.35154,0.01499
15.06,0.24393,0.36631,0.015473
15.08,0.23992,0.38117,0.015943
15.1,0.2362,0.39608,0.016456
15.12,0.23277,0.41097,0.016883
15.14,0.22958,0.42577,0.017079
15.16,0.22658,0.44044,0.017031
15.18,0.22373,0.45494,0.016852
15.2,0.22105,0.46924,0.016728
15.22,0.21853,0.48331,0.016872
15.24,0.21619,0.49713,0.017383
15.26,0.21399,0.51063,0.018193
15.28,0.21192,0.52376,0.019224
15.3,0.20997,0.53649,0.020503
15.32,0.20812,0.54876,0.022045
15.34,0.20639,0.5605,0.023694
15.36,0.20481,0.5716,0.025209
15.38,0.20338,0.58198,0.026473
15.4,0.2021,0.59162,0.027535
15.42,0.20097,0.60049,0.028487
15.44,0.19999,0.60858,0.029361
15.46,0.19921,0.61587,0.03012
15.48,0.19863,0.62237,0.030722
15.5,0.19824,0.62809,0.031196
15.52,0.19797,0.63307,0.03158
15.54,0.19776,0.63732,0.031806
15.56,0.19759,0.64085,0.031711
15.58,0.19746,0.64368,0.031239
15.6,0.19741,0.64585,0.030571
15.62,0.19753,0.64744,0.030009
15.64,0.19794,0.64853,0.029762
15.66,0.1988,0.64919,0.029896
15.68,0.20025,0.6495,0.030452
15.7,0.20234,0.64955,0.031407
15.72,0.20497,0.64942,0.032548
15.74,0.20792,0.64918,0.033503
15.76,0.21095,0.64889,0.03393
15.78,0.21386,0.64861,0.033656
15.8,0.2165,0.6484,0.032702
15.82,0.21881,0.64828,0.031251
15.84,0.22079,0.64823,0.029602
15.86,0.22247,0.64823,0.028119
15.88,0.22386,0.64823,0.027145
15.9,0.225,0.64821,0.026887
15.92,0.22595,0.64811,0.027335
15.94,0.22676,0.64791,0.028265
15.96,0.22746,0.64761,0.029294
15.98,0.22806,0.64721,0.030037
16,0.22859,0.64676,0.030335
